Date,Yield
1972-02-17,2.0952
1972-02-18,2.0797
1972-02-22,2.0768000000000004
1972-02-23,2.0081999999999995
1972-02-24,2.0149
1972-02-25,1.9837999999999996
1972-02-28,1.9604
1972-02-29,1.9336000000000002
1972-03-01,1.971
1972-03-02,1.9819000000000004
1972-03-03,1.9640999999999993
1972-03-06,1.9568000000000003
1972-03-07,1.9347000000000003
1972-03-08,1.9231999999999996
1972-03-09,1.8445
1972-03-10,1.7068000000000003
1972-03-13,1.6199000000000003
1972-03-14,1.5074000000000005
1972-03-15,1.3951000000000002
1972-03-16,1.4026999999999994
1972-03-17,1.3279000000000005
1972-03-20,1.3214000000000006
1972-03-21,1.3849999999999998
1972-03-22,1.4573999999999998
1972-03-23,1.3871000000000002
1972-03-24,1.3159999999999998
1972-03-27,1.2904999999999998
1972-03-28,1.2754000000000003
1972-03-29,1.1961000000000004
1972-03-30,1.1583999999999994
1972-04-03,1.1693999999999996
1972-04-04,1.1420000000000003
1972-04-05,1.1755000000000004
1972-04-06,1.2095000000000002
1972-04-07,1.2204000000000006
1972-04-10,1.2609000000000004
1972-04-11,1.2601000000000004
1972-04-12,1.2737999999999996
1972-04-13,1.2797
1972-04-14,1.3203000000000005
1972-04-17,1.3665000000000003
1972-04-18,1.3930000000000007
1972-04-19,1.3994999999999997
1972-04-20,1.4420000000000002
1972-04-21,1.5492999999999997
1972-04-24,1.5937000000000001
1972-04-25,1.7057000000000002
1972-04-26,1.7040000000000006
1972-04-27,1.6883000000000008
1972-04-28,1.6042000000000005
1972-05-01,1.6254999999999997
1972-05-02,1.6199000000000003
1972-05-03,1.6168999999999993
1972-05-04,1.5908999999999995
1972-05-05,1.6127000000000002
1972-05-08,1.5884999999999998
1972-05-09,1.5267999999999997
1972-05-10,1.5381999999999998
1972-05-11,1.5669000000000004
1972-05-12,1.5766999999999998
1972-05-15,1.5747999999999998
1972-05-16,1.5134999999999996
1972-05-17,1.4804000000000004
1972-05-18,1.5110999999999999
1972-05-19,1.5002000000000004
1972-05-22,1.5369000000000002
1972-05-23,1.5728999999999997
1972-05-24,1.5551999999999992
1972-05-25,1.6127000000000002
1972-05-26,1.6145000000000005
1972-05-30,1.5920000000000005
1972-05-31,1.5636
1972-06-01,1.4832
1972-06-02,1.4505
1972-06-05,1.423
1972-06-06,1.4143
1972-06-07,1.4060000000000006
1972-06-08,1.4244000000000003
1972-06-09,1.4135
1972-06-12,1.3993000000000002
1972-06-13,1.3929999999999998
1972-06-14,1.3851000000000004
1972-06-15,1.3477000000000006
1972-06-16,1.3237000000000005
1972-06-19,1.3071000000000002
1972-06-20,1.2932999999999995
1972-06-21,1.2757000000000005
1972-06-22,1.2270000000000003
1972-06-23,1.1768
1972-06-26,1.1072000000000006
1972-06-27,1.1272000000000002
1972-06-28,1.1245000000000003
1972-06-29,1.0886000000000005
1972-06-30,1.0473
1972-07-03,1.0604000000000005
1972-07-05,1.0623999999999993
1972-07-06,1.0892
1972-07-07,1.0907999999999998
1972-07-10,1.0709999999999997
1972-07-11,1.0785
1972-07-12,1.0841000000000003
1972-07-13,1.1016999999999992
1972-07-14,1.1384999999999996
1972-07-17,1.1606999999999994
1972-07-18,1.1630000000000003
1972-07-19,1.1847999999999992
1972-07-20,1.1955
1972-07-21,1.2178000000000004
1972-07-24,1.2344
1972-07-25,1.2306
1972-07-26,1.2725999999999997
1972-07-27,1.3662
1972-07-28,1.3444000000000003
1972-07-31,1.3641999999999994
1972-08-01,1.3738000000000001
1972-08-02,1.4408999999999992
1972-08-03,1.4195000000000002
1972-08-04,1.3991999999999996
1972-08-07,1.3719000000000001
1972-08-08,1.3595000000000006
1972-08-09,1.3699000000000003
1972-08-10,1.3807
1972-08-11,1.3807
1972-08-14,1.3569999999999993
1972-08-15,1.4062999999999999
1972-08-16,1.4051999999999998
1972-08-17,1.4090000000000007
1972-08-18,1.3569000000000004
1972-08-21,1.2903000000000002
1972-08-22,1.2451999999999996
1972-08-23,1.1574999999999998
1972-08-24,1.1465999999999994
1972-08-25,1.0743999999999998
1972-08-28,1.0396999999999998
1972-08-29,1.0373
1972-08-30,1.0301999999999998
1972-08-31,1.0293
1972-09-01,1.0602
1972-09-05,1.0678999999999998
1972-09-06,1.0617999999999999
1972-09-07,1.0872000000000002
1972-09-08,1.0927000000000007
1972-09-11,1.13
1972-09-12,1.1042000000000005
1972-09-13,1.0846
1972-09-14,1.0449000000000002
1972-09-15,1.0549
1972-09-18,1.08
1972-09-19,1.0840000000000005
1972-09-20,1.0850999999999997
1972-09-21,1.0622000000000007
1972-09-22,0.9963000000000006
1972-09-25,0.9827000000000004
1972-09-26,1.0027000000000008
1972-09-27,0.9650999999999996
1972-09-28,0.9478
1972-09-29,0.8973999999999993
1972-10-02,0.9527999999999999
1972-10-03,0.9171999999999993
1972-10-04,0.9365999999999994
1972-10-05,0.9279999999999999
1972-10-06,0.8461000000000007
1972-10-10,0.9336000000000002
1972-10-11,0.9104999999999999
1972-10-12,0.8826
1972-10-13,0.8574999999999999
1972-10-16,0.8569000000000004
1972-10-17,0.8465999999999996
1972-10-18,0.8520000000000003
1972-10-19,0.8241000000000005
1972-10-20,0.8509000000000002
1972-10-24,0.8672000000000004
1972-10-25,0.8563000000000001
1972-10-26,0.8605
1972-10-27,0.8572000000000006
1972-10-30,0.8421999999999992
1972-10-31,0.8447000000000005
1972-11-01,0.8631000000000002
1972-11-02,0.9001000000000001
1972-11-03,0.9410000000000007
1972-11-06,0.9483999999999995
1972-11-08,0.9145999999999992
1972-11-09,0.8986999999999998
1972-11-10,0.9273999999999996
1972-11-13,0.9753000000000007
1972-11-14,0.9793000000000003
1972-11-15,0.9778000000000002
1972-11-16,0.9863
1972-11-17,0.9523000000000001
1972-11-20,0.9685000000000006
1972-11-21,0.9538000000000002
1972-11-22,0.9250999999999996
1972-11-24,0.9310999999999998
1972-11-27,0.8978999999999999
1972-11-28,0.9098999999999995
1972-11-29,0.8824999999999994
1972-11-30,0.8983999999999996
1972-12-01,0.8997999999999999
1972-12-04,0.8700999999999999
1972-12-05,0.8529999999999998
1972-12-06,0.8360000000000003
1972-12-07,0.8452000000000002
1972-12-08,0.8468999999999998
1972-12-11,0.8304
1972-12-12,0.8475999999999999
1972-12-13,0.8557999999999995
1972-12-14,0.8581000000000003
1972-12-15,0.8353999999999999
1972-12-18,0.8059000000000003
1972-12-19,0.8115999999999994
1972-12-20,0.7812999999999999
1972-12-21,0.7515000000000001
1972-12-22,0.7371999999999996
1972-12-26,0.7259000000000002
1972-12-27,0.6749999999999998
1972-12-28,0.6546000000000003
1972-12-29,0.6189999999999998
1973-01-02,0.5601000000000003
1973-01-03,0.5979999999999999
1973-01-04,0.6158000000000001
1973-01-05,0.5875000000000004
1973-01-08,0.5696000000000003
1973-01-09,0.5697000000000001
1973-01-10,0.5465
1973-01-11,0.5092999999999996
1973-01-12,0.45589999999999975
1973-01-15,0.42849999999999966
1973-01-16,0.4245000000000001
1973-01-17,0.4306000000000001
1973-01-18,0.45289999999999964
1973-01-19,0.43979999999999997
1973-01-22,0.40000000000000036
1973-01-23,0.4005000000000001
1973-01-24,0.3736999999999995
1973-01-25,0.34940000000000015
1973-01-26,0.20790000000000042
1973-01-29,0.2364999999999995
1973-01-30,0.2507999999999999
1973-01-31,0.25209999999999955
1973-02-01,0.24549999999999983
1973-02-02,0.23679999999999968
1973-02-05,0.2552000000000003
1973-02-06,0.2608000000000006
1973-02-07,0.3033000000000001
1973-02-08,0.3853
1973-02-09,0.4249999999999998
1973-02-13,0.3992999999999993
1973-02-14,0.43869999999999987
1973-02-15,0.4789999999999992
1973-02-16,0.4679000000000002
1973-02-20,0.39000000000000057
1973-02-21,0.3299000000000003
1973-02-22,0.3190999999999997
1973-02-23,0.2576999999999998
1973-02-26,0.12650000000000006
1973-02-27,0.0829999999999993
1973-02-28,0.06559999999999988
1973-03-01,0.08769999999999989
1973-03-02,0.052799999999999514
1973-03-05,0.039700000000000735
1973-03-06,-0.04039999999999999
1973-03-07,-0.041400000000000325
1973-03-08,-0.03990000000000027
1973-03-09,-0.09649999999999981
1973-03-12,-0.11910000000000043
1973-03-13,-0.12240000000000073
1973-03-14,-0.13709999999999933
1973-03-15,-0.24239999999999995
1973-03-16,-0.4309000000000003
1973-03-19,-0.35219999999999985
1973-03-20,-0.31130000000000013
1973-03-21,-0.33470000000000066
1973-03-22,-0.32479999999999976
1973-03-23,-0.3157999999999994
1973-03-26,-0.28909999999999947
1973-03-27,-0.26009999999999955
1973-03-28,-0.3371000000000004
1973-03-29,-0.34389999999999965
1973-03-30,-0.4089999999999998
1973-04-02,-0.41999999999999993
1973-04-03,-0.4090999999999996
1973-04-04,-0.38649999999999984
1973-04-05,-0.36299999999999955
1973-04-06,-0.2836999999999996
1973-04-09,-0.19289999999999985
1973-04-10,-0.2029999999999994
1973-04-11,-0.2549000000000001
1973-04-12,-0.24270000000000014
1973-04-13,-0.2478000000000007
1973-04-16,-0.2093999999999996
1973-04-17,-0.16830000000000034
1973-04-18,-0.11699999999999999
1973-04-19,-0.13640000000000008
1973-04-23,-0.18850000000000033
1973-04-24,-0.17389999999999972
1973-04-25,-0.18259999999999987
1973-04-26,-0.12429999999999986
1973-04-27,-0.12239999999999984
1973-04-30,-0.14360000000000017
1973-05-01,-0.1651000000000007
1973-05-02,-0.15480000000000071
1973-05-03,-0.1407999999999996
1973-05-04,-0.11460000000000026
1973-05-07,-0.12349999999999994
1973-05-08,-0.08619999999999983
1973-05-09,-0.045900000000000496
1973-05-10,-0.02800000000000047
1973-05-11,-0.06870000000000065
1973-05-14,-0.07950000000000035
1973-05-15,-0.01780000000000026
1973-05-16,-0.008399999999999963
1973-05-17,-0.13279999999999959
1973-05-18,-0.1814
1973-05-21,-0.22780000000000022
1973-05-22,-0.25920000000000076
1973-05-23,-0.3160999999999996
1973-05-24,-0.2962000000000007
1973-05-25,-0.2969999999999997
1973-05-29,-0.3456999999999999
1973-05-30,-0.4131999999999998
1973-05-31,-0.4026000000000005
1973-06-01,-0.4220999999999995
1973-06-04,-0.5012999999999996
1973-06-05,-0.4750999999999994
1973-06-06,-0.43290000000000006
1973-06-07,-0.43350000000000044
1973-06-08,-0.47390000000000043
1973-06-11,-0.48079999999999945
1973-06-12,-0.4621000000000004
1973-06-13,-0.4546999999999999
1973-06-14,-0.44949999999999957
1973-06-15,-0.4417
1973-06-18,-0.4964000000000004
1973-06-19,-0.5278999999999998
1973-06-20,-0.5263999999999998
1973-06-21,-0.5193000000000003
1973-06-22,-0.5574000000000003
1973-06-25,-0.5886000000000005
1973-06-26,-0.6337999999999999
1973-06-27,-0.7415000000000003
1973-06-28,-0.7542
1973-06-29,-0.9197000000000006
1973-07-02,-1.1071999999999997
1973-07-03,-1.1513
1973-07-05,-1.1701999999999995
1973-07-06,-1.1883
1973-07-09,-1.2341000000000006
1973-07-10,-1.1727999999999996
1973-07-11,-1.056
1973-07-12,-1.1179000000000006
1973-07-13,-1.2238000000000007
1973-07-16,-1.2425999999999995
1973-07-17,-1.2763999999999998
1973-07-18,-1.4371
1973-07-19,-1.5054000000000007
1973-07-20,-1.5107999999999997
1973-07-23,-1.514499999999999
1973-07-24,-1.5229
1973-07-25,-1.5396
1973-07-26,-1.4156000000000004
1973-07-27,-1.4627
1973-07-30,-1.4735999999999994
1973-07-31,-1.3811999999999998
1973-08-01,-1.3177000000000003
1973-08-02,-1.3310000000000004
1973-08-03,-1.3736000000000006
1973-08-06,-1.4855
1973-08-07,-1.6125999999999996
1973-08-08,-1.6061999999999994
1973-08-09,-1.5723000000000003
1973-08-10,-1.6284999999999998
1973-08-13,-1.6018999999999997
1973-08-14,-1.513399999999999
1973-08-15,-1.4907999999999992
1973-08-16,-1.3140999999999998
1973-08-17,-1.2369000000000003
1973-08-20,-1.3809000000000005
1973-08-21,-1.4008000000000012
1973-08-22,-1.3832000000000004
1973-08-23,-1.2424000000000008
1973-08-24,-1.2203000000000008
1973-08-27,-1.2779999999999996
1973-08-28,-1.322799999999999
1973-08-29,-1.3265000000000002
1973-08-30,-1.3029000000000002
1973-08-31,-1.3179999999999996
1973-09-04,-1.3419999999999996
1973-09-05,-1.2968000000000002
1973-09-06,-1.329200000000001
1973-09-07,-1.2781000000000002
1973-09-10,-1.3349000000000002
1973-09-11,-1.378000000000001
1973-09-12,-1.4433999999999996
1973-09-13,-1.4507000000000003
1973-09-14,-1.4284000000000008
1973-09-17,-1.3249000000000004
1973-09-18,-1.2499999999999991
1973-09-19,-1.2726000000000006
1973-09-20,-1.1902999999999997
1973-09-21,-1.0751999999999997
1973-09-24,-0.9752999999999998
1973-09-25,-0.9054000000000002
1973-09-26,-0.7844000000000007
1973-09-27,-0.5964999999999998
1973-09-28,-0.5081999999999995
1973-10-01,-0.5379000000000005
1973-10-02,-0.7367999999999997
1973-10-03,-0.7317
1973-10-04,-0.7186999999999992
1973-10-05,-0.5369000000000002
1973-10-09,-0.45999999999999996
1973-10-10,-0.5514000000000001
1973-10-11,-0.5681000000000003
1973-10-12,-0.48380000000000045
1973-10-15,-0.5129999999999999
1973-10-16,-0.5148999999999999
1973-10-17,-0.43569999999999975
1973-10-18,-0.4180999999999999
1973-10-19,-0.36739999999999995
1973-10-23,-0.35379999999999967
1973-10-24,-0.2908999999999997
1973-10-25,-0.2988999999999997
1973-10-26,-0.3353999999999999
1973-10-29,-0.33589999999999964
1973-10-30,-0.31479999999999997
1973-10-31,-0.37099999999999955
1973-11-01,-0.4784000000000006
1973-11-02,-0.5472999999999999
1973-11-05,-0.7090999999999994
1973-11-07,-0.851
1973-11-08,-0.7991000000000001
1973-11-09,-0.8647999999999998
1973-11-12,-0.9657999999999998
1973-11-13,-1.0583
1973-11-14,-1.0561000000000007
1973-11-15,-0.8458999999999994
1973-11-16,-0.7823000000000002
1973-11-19,-0.6832000000000003
1973-11-20,-0.6998999999999995
1973-11-21,-0.6970999999999998
1973-11-23,-0.7155000000000005
1973-11-26,-0.6089000000000002
1973-11-27,-0.6318999999999999
1973-11-28,-0.6646000000000001
1973-11-29,-0.6608999999999998
1973-11-30,-0.6658
1973-12-03,-0.6741000000000001
1973-12-04,-0.6938999999999993
1973-12-05,-0.7585000000000006
1973-12-06,-0.798
1973-12-07,-0.7854000000000001
1973-12-10,-0.7125000000000004
1973-12-11,-0.6793000000000005
1973-12-12,-0.6195000000000004
1973-12-13,-0.6342999999999996
1973-12-14,-0.5526999999999997
1973-12-17,-0.2787000000000006
1973-12-18,-0.3639999999999999
1973-12-19,-0.3819999999999997
1973-12-20,-0.36540000000000017
1973-12-21,-0.34330000000000016
1973-12-26,-0.49260000000000037
1973-12-27,-0.44900000000000073
1973-12-28,-0.4357999999999995
1973-12-31,-0.46469999999999967
1974-01-02,-0.5205000000000002
1974-01-03,-0.4740000000000002
1974-01-04,-0.4356
1974-01-07,-0.46640000000000015
1974-01-08,-0.46830000000000016
1974-01-09,-0.46469999999999967
1974-01-10,-0.5045000000000002
1974-01-11,-0.5364000000000004
1974-01-14,-0.5614999999999997
1974-01-15,-0.5053999999999998
1974-01-16,-0.5114000000000001
1974-01-17,-0.47220000000000084
1974-01-18,-0.49129999999999985
1974-01-21,-0.5138999999999996
1974-01-22,-0.5118999999999998
1974-01-23,-0.5265000000000004
1974-01-24,-0.49179999999999957
1974-01-25,-0.4912000000000001
1974-01-28,-0.3966000000000003
1974-01-29,-0.36409999999999965
1974-01-30,-0.19810000000000016
1974-01-31,-0.07720000000000038
1974-02-01,0.08610000000000007
1974-02-04,0.23220000000000063
1974-02-05,0.17649999999999988
1974-02-06,0.2110000000000003
1974-02-07,0.0671999999999997
1974-02-08,0.1203000000000003
1974-02-11,0.09670000000000023
1974-02-13,0.14010000000000034
1974-02-14,0.1827999999999994
1974-02-15,0.16819999999999968
1974-02-19,0.14040000000000052
1974-02-20,0.12589999999999968
1974-02-21,0.13170000000000037
1974-02-22,0.08939999999999948
1974-02-25,0.06679999999999975
1974-02-26,-0.048199999999999577
1974-02-27,-0.06429999999999936
1974-02-28,-0.1097999999999999
1974-03-01,-0.12080000000000002
1974-03-04,-0.1477000000000004
1974-03-05,-0.14759999999999973
1974-03-06,-0.1335999999999995
1974-03-07,-0.14789999999999992
1974-03-08,-0.2532999999999994
1974-03-11,-0.27089999999999925
1974-03-12,-0.24440000000000062
1974-03-13,-0.3379000000000003
1974-03-14,-0.2895000000000003
1974-03-15,-0.31430000000000025
1974-03-18,-0.41049999999999986
1974-03-19,-0.4502999999999995
1974-03-20,-0.6084000000000005
1974-03-21,-0.9273000000000007
1974-03-22,-0.8972999999999995
1974-03-25,-0.8620000000000001
1974-03-26,-0.7638999999999996
1974-03-27,-0.6717000000000004
1974-03-28,-0.8857999999999997
1974-03-29,-0.8153999999999995
1974-04-01,-0.7503000000000011
1974-04-02,-0.7920999999999996
1974-04-03,-0.7842000000000011
1974-04-04,-0.9330999999999996
1974-04-05,-0.9884000000000004
1974-04-08,-0.9700999999999995
1974-04-09,-0.9503000000000004
1974-04-10,-0.8506
1974-04-11,-0.8455000000000004
1974-04-15,-0.7619000000000007
1974-04-16,-0.8301999999999996
1974-04-17,-0.918800000000001
1974-04-18,-0.9225000000000003
1974-04-19,-0.8655999999999988
1974-04-22,-0.8514000000000008
1974-04-23,-0.8572999999999995
1974-04-24,-0.8180000000000005
1974-04-25,-0.8890000000000011
1974-04-26,-0.9180000000000001
1974-04-29,-1.076200000000001
1974-04-30,-1.079699999999999
1974-05-01,-1.0770000000000008
1974-05-02,-1.0884
1974-05-03,-1.2472000000000003
1974-05-06,-1.2749000000000006
1974-05-07,-1.304800000000001
1974-05-08,-1.2222
1974-05-09,-1.2363000000000008
1974-05-10,-1.1172000000000004
1974-05-13,-0.988900000000001
1974-05-14,-1.0418999999999992
1974-05-15,-0.9497000000000009
1974-05-16,-0.9716000000000005
1974-05-17,-0.9970999999999997
1974-05-20,-0.9572000000000012
1974-05-21,-0.7135999999999996
1974-05-22,-0.5836999999999994
1974-05-23,-0.5250999999999992
1974-05-24,-0.4675999999999991
1974-05-28,-0.5357999999999992
1974-05-29,-0.6341999999999999
1974-05-30,-0.6548000000000007
1974-05-31,-0.8101000000000003
1974-06-03,-0.9041000000000006
1974-06-04,-0.7492999999999999
1974-06-05,-0.7570000000000006
1974-06-06,-0.6787999999999998
1974-06-07,-0.6793000000000005
1974-06-10,-0.6831000000000005
1974-06-11,-0.7044999999999995
1974-06-12,-0.7797000000000001
1974-06-13,-0.9052999999999995
1974-06-14,-0.8674999999999988
1974-06-17,-0.7448999999999995
1974-06-18,-0.7817000000000007
1974-06-19,-0.7173999999999996
1974-06-20,-0.7039999999999988
1974-06-21,-0.7476000000000003
1974-06-24,-0.7652999999999999
1974-06-25,-0.8433999999999999
1974-06-26,-0.7496
1974-06-27,-0.930600000000001
1974-06-28,-0.8285999999999998
1974-07-01,-0.9733999999999998
1974-07-02,-0.8234999999999992
1974-07-03,-1.048799999999999
1974-07-05,-1.1418
1974-07-08,-1.2119999999999989
1974-07-09,-1.1526000000000005
1974-07-10,-1.0678999999999998
1974-07-11,-0.9536999999999995
1974-07-12,-0.7354000000000003
1974-07-15,-0.6782000000000012
1974-07-16,-0.6723000000000008
1974-07-17,-0.6290999999999993
1974-07-18,-0.6378000000000013
1974-07-19,-0.6502999999999997
1974-07-22,-0.6454000000000004
1974-07-23,-0.3810999999999991
1974-07-24,-0.3238999999999992
1974-07-25,-0.37100000000000044
1974-07-26,-0.6267000000000005
1974-07-29,-0.6839000000000004
1974-07-30,-0.9928999999999997
1974-07-31,-0.9642999999999997
1974-08-01,-1.0325999999999995
1974-08-02,-1.0619999999999994
1974-08-05,-0.6837999999999997
1974-08-06,-0.6225000000000005
1974-08-07,-0.6982999999999997
1974-08-08,-0.7492000000000001
1974-08-09,-0.7942999999999998
1974-08-12,-0.751100000000001
1974-08-13,-0.7495000000000012
1974-08-14,-0.7323999999999984
1974-08-15,-0.6326
1974-08-16,-0.6143000000000001
1974-08-19,-0.6267999999999994
1974-08-20,-0.7553000000000001
1974-08-21,-0.9481999999999999
1974-08-22,-1.3698999999999995
1974-08-23,-1.4969999999999999
1974-08-26,-1.5435999999999996
1974-08-27,-1.4270999999999994
1974-08-28,-1.4230999999999998
1974-08-29,-1.4013000000000009
1974-08-30,-1.3642000000000003
1974-09-03,-1.3373000000000008
1974-09-04,-1.3162000000000003
1974-09-05,-1.1745
1974-09-06,-1.0129000000000001
1974-09-09,-0.6600000000000001
1974-09-10,-0.6831999999999994
1974-09-11,-0.5709
1974-09-12,-0.7058
1974-09-13,-0.6760000000000002
1974-09-16,-0.39949999999999974
1974-09-17,-0.38949999999999996
1974-09-18,-0.4466000000000001
1974-09-19,-0.3935000000000004
1974-09-20,-0.36570000000000036
1974-09-23,-0.41000000000000103
1974-09-24,-0.43290000000000006
1974-09-25,-0.39840000000000053
1974-09-26,-0.34469999999999956
1974-09-27,-0.2113000000000005
1974-09-30,-0.25039999999999996
1974-10-01,-0.34779999999999944
1974-10-02,-0.39780000000000015
1974-10-03,-0.5375000000000005
1974-10-04,-0.36350000000000016
1974-10-07,-0.05090000000000039
1974-10-08,-0.09770000000000056
1974-10-09,-0.2840999999999996
1974-10-10,-0.32090000000000085
1974-10-11,-0.36629999999999985
1974-10-15,-0.3662000000000001
1974-10-16,-0.4668000000000001
1974-10-17,-0.4147999999999996
1974-10-18,-0.2755000000000001
1974-10-21,-0.23320000000000007
1974-10-22,-0.24900000000000055
1974-10-23,-0.26780000000000026
1974-10-24,-0.2602000000000002
1974-10-25,-0.3085999999999993
1974-10-28,-0.40830000000000055
1974-10-29,-0.31929999999999925
1974-10-30,-0.28610000000000024
1974-10-31,-0.2787999999999995
1974-11-01,-0.2981999999999996
1974-11-04,-0.27200000000000024
1974-11-06,-0.1847000000000003
1974-11-07,-0.1131000000000002
1974-11-08,-0.11910000000000043
1974-11-12,-0.0860000000000003
1974-11-13,-0.10169999999999924
1974-11-14,0.015399999999999636
1974-11-15,0.09250000000000025
1974-11-18,0.022499999999999964
1974-11-19,-0.01330000000000009
1974-11-20,0.03819999999999979
1974-11-21,0.017499999999999183
1974-11-22,0.045099999999999696
1974-11-25,0.018299999999999983
1974-11-26,-0.04670000000000041
1974-11-27,-0.11280000000000001
1974-11-29,-0.10060000000000002
1974-12-02,-0.019900000000000695
1974-12-03,0.06630000000000003
1974-12-04,0.13260000000000005
1974-12-05,0.14620000000000033
1974-12-06,0.10949999999999971
1974-12-09,0.2240000000000002
1974-12-10,0.18020000000000014
1974-12-11,0.20169999999999977
1974-12-12,0.1504000000000003
1974-12-13,0.15230000000000032
1974-12-16,0.16109999999999935
1974-12-17,0.13159999999999972
1974-12-18,0.08030000000000026
1974-12-19,0.06189999999999962
1974-12-20,0.06880000000000042
1974-12-23,0.02660000000000018
1974-12-24,-0.015099999999999447
1974-12-26,-0.0048000000000003595
1974-12-27,-0.029200000000000337
1974-12-30,-0.015600000000000058
1974-12-31,0.01699999999999946
1975-01-02,0.06479999999999997
1975-01-03,0.08379999999999921
1975-01-06,0.17100000000000026
1975-01-07,0.25599999999999934
1975-01-08,0.3211000000000004
1975-01-09,0.29349999999999987
1975-01-10,0.28049999999999997
1975-01-13,0.2858999999999998
1975-01-14,0.3559000000000001
1975-01-15,0.33289999999999953
1975-01-16,0.3827999999999996
1975-01-17,0.4504999999999999
1975-01-20,0.45640000000000036
1975-01-21,0.5940000000000003
1975-01-22,0.7172999999999998
1975-01-23,0.9520999999999997
1975-01-24,1.0453000000000001
1975-01-27,1.0407000000000002
1975-01-28,1.0432999999999995
1975-01-29,0.9984999999999999
1975-01-30,0.9773999999999994
1975-01-31,1.0407000000000002
1975-02-03,1.221
1975-02-04,1.2526000000000002
1975-02-05,1.3989000000000003
1975-02-06,1.3494000000000002
1975-02-07,1.3083999999999998
1975-02-10,1.1738999999999997
1975-02-11,1.1951999999999998
