date,close
4/4/18,288.94
4/3/18,283.67
4/2/18,280.29
3/29/18,295.35
3/28/18,285.77
3/27/18,300.69
3/26/18,320.35
3/23/18,300.94
3/22/18,306.7
3/21/18,316.48
3/20/18,317.5
3/19/18,313.48
3/16/18,318.45
3/15/18,321.09
3/14/18,321.55
3/13/18,315.88
3/12/18,321.3
3/9/18,331.44
3/8/18,317
3/7/18,321.16
3/6/18,325.22
3/5/18,315
3/2/18,301.05
3/1/18,290.39
2/28/18,291.38
2/27/18,290.61
2/26/18,294.16
2/23/18,285.93
2/22/18,278.14
2/21/18,281.04
2/20/18,278.55
2/16/18,278.52
2/15/18,280.27
2/14/18,266
2/13/18,258.27
2/12/18,257.95
2/9/18,249.47
2/8/18,250.1
2/7/18,264.56
2/6/18,265.72
2/5/18,254.26
2/2/18,267.43
2/1/18,265.07
1/31/18,270.3
1/30/18,278.8
1/29/18,284.59
1/26/18,274.6
1/25/18,269.7
1/24/18,261.3
1/23/18,250.29
1/22/18,227.58
1/19/18,220.46
1/18/18,220.33
1/17/18,217.5
1/16/18,221.53
1/12/18,221.23
1/11/18,217.24
1/10/18,212.52
1/9/18,209.31
1/8/18,212.05
1/5/18,209.99
1/4/18,205.63
1/3/18,205.05
1/2/18,201.07
12/29/17,191.96
12/28/17,192.71
12/27/17,186.24
12/26/17,187.76
12/22/17,189.94
12/21/17,188.62
12/20/17,188.82
12/19/17,187.02
12/18/17,190.42
12/15/17,190.12
12/14/17,189.56
12/13/17,187.86
12/12/17,185.73
12/11/17,186.22
12/8/17,188.54
12/7/17,185.2
12/6/17,185.3
12/5/17,184.21
12/4/17,184.04
12/1/17,186.82
11/30/17,187.58
11/29/17,188.15
11/28/17,199.18
11/27/17,195.05
11/24/17,195.75
11/22/17,196.32
11/21/17,196.23
11/20/17,194.1
11/17/17,193.2
11/16/17,195.51
11/15/17,192.12
11/14/17,195.71
11/13/17,195.08
11/10/17,192.02
11/9/17,193.9
11/8/17,196.44
11/7/17,195.89
11/6/17,200.13
11/3/17,200.01
11/2/17,199.32
11/1/17,198
10/31/17,196.43
10/30/17,198.37
10/27/17,199.54
10/26/17,195.21
10/25/17,193.77
10/24/17,196.02
10/23/17,192.47
10/20/17,194.16
10/19/17,195.13
10/18/17,195.54
10/17/17,199.48
10/16/17,202.68
10/13/17,199.49
10/12/17,195.86
10/11/17,194.95
10/10/17,195.08
10/9/17,196.87
10/6/17,198.02
10/5/17,194.39
10/4/17,184.45
10/3/17,179.19
10/2/17,177.01
9/29/17,181.35
9/28/17,180.7
9/27/17,181.97
9/26/17,179.38
9/25/17,178.55
9/22/17,187.35
9/21/17,188.78
9/20/17,185.51
9/19/17,185.68
9/18/17,184.62
9/15/17,182.35
9/14/17,182.63
9/13/17,183.64
9/12/17,185.15
9/11/17,181.74
9/8/17,176.42
9/7/17,179
9/6/17,179.25
9/5/17,174.52
9/1/17,174.74
8/31/17,174.71
8/30/17,174.69
8/29/17,168.81
8/28/17,167.12
8/25/17,165.95
8/24/17,168.13
8/23/17,169.06
8/22/17,169.34
8/21/17,166.76
8/18/17,166.54
8/17/17,166.09
8/16/17,169.98
8/15/17,168.5
8/14/17,171
8/11/17,171.4
8/10/17,169.14
8/9/17,175.78
8/8/17,178.36
8/7/17,181.33
8/4/17,180.27
8/3/17,179.23
8/2/17,180.74
8/1/17,182.03
7/31/17,181.66
7/28/17,184.04
7/27/17,182.68
7/26/17,189.08
7/25/17,186.97
7/24/17,187.91
7/21/17,188.54
7/20/17,183.6
7/19/17,183.86
7/18/17,183.6
7/17/17,161.7
7/14/17,161.12
7/13/17,158.21
7/12/17,158.75
7/11/17,154.33
7/10/17,152.67
7/7/17,150.18
7/6/17,146.25
7/5/17,147.61
7/3/17,146.17
6/30/17,149.41
6/29/17,150.09
6/28/17,153.41
6/27/17,151.03
6/26/17,157.5
6/23/17,158.02
6/22/17,154.89
6/21/17,155.03
6/20/17,152.05
6/19/17,153.4
6/16/17,152.38
6/15/17,151.76
6/14/17,152.2
6/13/17,152.72
6/12/17,151.44
6/9/17,158.03
6/8/17,165.88
6/7/17,165.61
6/6/17,165.17
6/5/17,165.06
6/2/17,165.18
6/1/17,162.99
5/31/17,163.07
5/30/17,163.22
5/26/17,162.43
5/25/17,163.05
5/24/17,157.75
5/23/17,157.95
5/22/17,157.16
5/19/17,157.02
5/18/17,155.7
5/17/17,153.2
5/16/17,159.41
5/15/17,160.02
5/12/17,160.81
5/11/17,158.54
5/10/17,160.28
5/9/17,157.46
5/8/17,156.38
5/5/17,156.6
5/4/17,157.25
5/3/17,155.59
5/2/17,156.45
5/1/17,155.35
4/28/17,152.2
4/27/17,153.08
4/26/17,150.17
4/25/17,152.16
4/24/17,143.83
4/21/17,142.87
4/20/17,141.18
4/19/17,139.76
4/18/17,143.36
4/17/17,147.25
4/13/17,142.92
4/12/17,143.83
4/11/17,144.35
4/10/17,143.85
4/7/17,143.11
4/6/17,143.74
4/5/17,143.62
4/4/17,145.5
4/3/17,146.92
3/31/17,147.81
3/30/17,148.06
3/29/17,146.47
3/28/17,145.17
3/27/17,144.06
3/24/17,142.02
3/23/17,141.84
3/22/17,142.65
3/21/17,142.42
3/20/17,145.83
3/17/17,145.11
3/16/17,144.39
3/15/17,145.25
3/14/17,143.19
3/13/17,143.52
3/10/17,140.89
3/9/17,140.53
3/8/17,140.32
3/7/17,141.43
3/6/17,141.94
3/3/17,139.14
3/2/17,139.53
3/1/17,142.65
2/28/17,142.13
2/27/17,143.41
2/24/17,143.25
2/23/17,142.78
2/22/17,143.86
2/21/17,142.6
2/17/17,142.22
2/16/17,142.01
2/15/17,142.27
2/14/17,140.82
2/13/17,143.2
2/10/17,144.82
2/9/17,144.14
2/8/17,144.74
2/7/17,144
2/6/17,140.97
2/3/17,140.25
2/2/17,139.2
2/1/17,140.78
1/31/17,140.71
1/30/17,141.22
1/27/17,142.45
1/26/17,138.96
1/25/17,139.52
1/24/17,140.11
1/23/17,137.39
1/20/17,138.6
1/19/17,138.41
1/18/17,133.26
1/17/17,132.89
1/13/17,133.7
1/12/17,129.18
1/11/17,130.5
1/10/17,129.89
1/9/17,130.95
1/6/17,131.07
1/5/17,131.81
1/4/17,129.41
1/3/17,127.49
12/30/16,123.8
12/29/16,125.33
12/28/16,125.89
12/27/16,128.35
12/23/16,125.59
12/22/16,125.58
12/21/16,126.5
12/20/16,125.12
12/19/16,125.45
12/16/16,124.22
12/15/16,125
12/14/16,123.44
12/13/16,123.78
12/12/16,122.83
12/9/16,122.88
12/8/16,123.24
12/7/16,125.39
12/6/16,124.57
12/5/16,119.16
12/2/16,120.81
12/1/16,117.22
11/30/16,117
11/29/16,117.51
11/28/16,116.93
11/25/16,117.41
11/23/16,117.69
11/22/16,118.04
11/21/16,117.96
11/18/16,115.21
11/17/16,115.03
11/16/16,115.19
11/15/16,113.59
11/14/16,113.38
11/11/16,114.78
11/10/16,115.42
11/9/16,122.19
11/8/16,124.34
11/7/16,124.58
11/4/16,122.03
11/3/16,122.14
11/2/16,122.34
11/1/16,123.3
10/31/16,124.87
10/28/16,126.57
10/27/16,126.47
10/26/16,126.97
10/25/16,126.51
10/24/16,127.33
10/21/16,127.5
10/20/16,123.35
10/19/16,121.87
10/18/16,118.79
10/17/16,99.8
10/14/16,101.47
10/13/16,100.23
10/12/16,99.5
10/11/16,100.59
10/10/16,103.33
10/7/16,104.82
10/6/16,105.07
10/5/16,106.28
10/4/16,102.34
10/3/16,102.63
9/30/16,98.55
9/29/16,96.67
9/28/16,97.48
9/27/16,97.07
9/26/16,94.56
9/23/16,95.94
9/22/16,95.83
9/21/16,94.88
9/20/16,98.25
9/19/16,98.06
9/16/16,99.48
9/15/16,97.34
9/14/16,97.01
9/13/16,96.09
9/12/16,99.05
9/9/16,96.5
9/8/16,99.66
9/7/16,99.15
9/6/16,100.09
9/2/16,97.38
9/1/16,97.38
8/31/16,97.45
8/30/16,97.45
8/29/16,97.3
8/26/16,97.58
8/25/16,97.32
8/24/16,95.18
8/23/16,95.94
8/22/16,95.26
8/19/16,95.87
8/18/16,96.16
8/17/16,96.37
8/16/16,95.12
8/15/16,95.31
8/12/16,96.59
8/11/16,95.89
8/10/16,93.93
8/9/16,93.99
8/8/16,95.11
8/5/16,97.03
8/4/16,93.44
8/3/16,93.1
8/2/16,93.56
8/1/16,94.37
7/29/16,91.25
7/28/16,91.65
7/27/16,92.04
7/26/16,91.41
7/25/16,87.66
7/22/16,85.89
7/21/16,85.99
7/20/16,87.91
7/19/16,85.84
7/18/16,98.81
7/15/16,98.39
7/14/16,98.02
7/13/16,96.43
7/12/16,95.97
7/11/16,94.67
7/8/16,97.06
7/7/16,95.1
7/6/16,94.6
7/5/16,97.91
7/1/16,96.67
6/30/16,91.48
6/29/16,91.06
6/28/16,87.97
6/27/16,85.33
6/24/16,88.44
6/23/16,91.66
6/22/16,90.01
6/21/16,90.99
6/20/16,93.8
6/17/16,94.45
6/16/16,95.44
6/15/16,94.29
6/14/16,94.12
6/13/16,93.85
6/10/16,93.75
6/9/16,97.09
6/8/16,97.86
6/7/16,99.89
6/6/16,100.74
6/3/16,99.59
6/2/16,101.25
6/1/16,101.51
5/31/16,102.57
5/27/16,103.3
5/26/16,102.81
5/25/16,100.2
5/24/16,97.89
5/23/16,94.89
5/20/16,92.49
5/19/16,89.55
5/18/16,90.5
5/17/16,88.63
5/16/16,89.12
5/13/16,87.88
5/12/16,87.74
5/11/16,90.02
5/10/16,92.89
5/9/16,90.54
5/6/16,90.84
5/5/16,89.37
5/4/16,90.79
5/3/16,91.54
5/2/16,93.11
4/29/16,90.03
4/28/16,90.28
4/27/16,91.04
4/26/16,92.43
4/25/16,93.56
4/22/16,95.9
4/21/16,94.98
4/20/16,96.77
4/19/16,94.34
4/18/16,108.4
4/15/16,111.51
4/14/16,110.42
4/13/16,109.65
4/12/16,106.98
4/11/16,102.68
4/8/16,103.81
4/7/16,104.45
4/6/16,104.83
4/5/16,104.94
4/4/16,104.35
4/1/16,105.7
3/31/16,102.23
3/30/16,102.19
3/29/16,104.13
3/28/16,101.21
3/24/16,98.36
3/23/16,99.59
3/22/16,99.84
3/21/16,101.06
3/18/16,101.12
3/17/16,99.72
3/16/16,99.35
3/15/16,97.86
3/14/16,98.13
3/11/16,97.66
3/10/16,97.36
3/9/16,98
3/8/16,96.23
3/7/16,95.49
3/4/16,101.58
3/3/16,97.93
3/2/16,97.61
3/1/16,98.3
2/29/16,93.41
2/26/16,94.79
2/25/16,94.53
2/24/16,91.61
2/23/16,89.12
2/22/16,91.93
2/19/16,89.23
2/18/16,90.49
2/17/16,94.76
2/16/16,89.05
2/12/16,87.4
2/11/16,86.35
2/10/16,88.45
2/9/16,86.13
2/8/16,83.32
2/5/16,82.79
2/4/16,89.71
2/3/16,90.74
2/2/16,91.49
2/1/16,94.09
1/29/16,91.84
1/28/16,94.41
1/27/16,91.15
1/26/16,97.83
1/25/16,99.12
1/22/16,100.72
1/21/16,102.35
1/20/16,107.74
1/19/16,107.89
1/15/16,104.04
1/14/16,107.06
1/13/16,106.56
1/12/16,116.58
1/11/16,114.97
1/8/16,111.39
1/7/16,114.56
1/6/16,117.68
1/5/16,107.66
1/4/16,109.96
12/31/15,114.38
12/30/15,116.71
12/29/15,119.12
12/28/15,117.11
12/24/15,117.33
12/23/15,118.16
12/22/15,116.24
12/21/15,116.63
12/18/15,118.02
12/17/15,122.51
12/16/15,122.64
12/15/15,118.6
12/14/15,120.67
12/11/15,118.91
12/10/15,122.91
12/9/15,124.2
12/8/15,126.98
12/7/15,125.36
12/4/15,130.93
12/3/15,126.81
12/2/15,128.93
12/1/15,125.37
11/30/15,123.33
11/27/15,125.44
11/25/15,124.16
11/24/15,123.31
11/23/15,125.03
11/20/15,123.84
11/19/15,120.22
11/18/15,120.63
11/17/15,117.1
11/16/15,111.35
11/13/15,103.65
11/12/15,108.92
11/11/15,112.86
11/10/15,112.7
11/9/15,109.86
11/6/15,114.06
11/5/15,113.5
11/4/15,114.05
11/3/15,109.74
11/2/15,107.64
10/30/15,108.38
10/29/15,105.12
10/28/15,105.8
10/27/15,103.07
10/26/15,103.04
10/23/15,100.04
10/22/15,97.32
10/21/15,97.96
10/20/15,98.99
10/19/15,101.69
10/16/15,98.99
10/15/15,101.09
10/14/15,110.23
10/13/15,109.73
10/12/15,113.45
10/9/15,113.33
10/8/15,114.93
10/7/15,108.1
10/6/15,108.33
10/5/15,111.25
10/2/15,106.11
10/1/15,105.98
9/30/15,103.26
9/29/15,98.35
9/28/15,99.47
9/25/15,102.24
9/24/15,103.76
9/23/15,98.07
9/22/15,98.47
9/21/15,100.3
9/18/15,102.62
9/17/15,104.21
9/16/15,104.08
9/15/15,99.16
9/14/15,95.69
9/11/15,97.51
9/10/15,99.48
9/9/15,99.18
9/8/15,94.95
9/4/15,98.79
9/3/15,101.06
9/2/15,105.44
9/1/15,105.79
8/31/15,115.03
8/28/15,117.63
8/27/15,117.66
8/26/15,110.13
8/25/15,101.52
8/24/15,96.88
8/21/15,103.96
8/20/15,112.49
8/19/15,122.06
8/18/15,124.05
8/17/15,125.36
8/14/15,123.39
8/13/15,123.73
8/12/15,120.51
8/11/15,122.74
8/10/15,123.03
8/7/15,123.52
8/6/15,126.45
8/5/15,123.71
8/4/15,121.15
8/3/15,112.56
7/31/15,114.31
7/30/15,111.56
7/29/15,107.08
7/28/15,106.9
7/27/15,106.43
7/24/15,109.34
7/23/15,110.1
7/22/15,111.5
7/21/15,112.51
7/20/15,110.55
7/17/15,114.77
7/16/15,115.81
7/15/15,98.13
7/14/15,100.3714
7/13/15,101.0871
7/10/15,97.2285
7/9/15,95.7271
7/8/15,93.5071
7/7/15,94.0914
7/6/15,94.5714
7/2/15,94.0443
7/1/15,93.6357
6/30/15,93.8485
6/29/15,92.2314
6/26/15,93.0885
6/25/15,94.8914
6/24/15,96.9443
6/23/15,97.3128
6/22/15,96.4143
6/19/15,93.8714
6/18/15,94.7428
6/17/15,94.2714
6/16/15,95.2728
6/15/15,93.4314
6/12/15,94.4185
6/11/15,95.0943
6/10/15,95.8714
6/9/15,92.45
6/8/15,89.6043
6/5/15,90.46
6/4/15,89.3485
6/3/15,88.8085
6/2/15,89.13
6/1/15,89.0028
5/29/15,89.1514
5/28/15,89.5071
5/27/15,89.8571
5/26/15,87.9928
5/22/15,88.8385
5/21/15,89.0028
5/20/15,88.79
5/19/15,88.0685
5/18/15,88.2671
5/15/15,87.6071
5/14/15,83.8357
5/13/15,82.8728
5/12/15,83.3771
5/11/15,84.2778
5/8/15,82.0857
5/7/15,80.7485
5/6/15,80.0771
5/5/15,80.7928
5/4/15,79.2714
5/1/15,79.5757
4/30/15,79.5
4/29/15,80.4071
4/28/15,80.4371
4/27/15,80.8685
4/24/15,79.7707
4/23/15,79.8657
4/22/15,79.6685
4/21/15,80.0628
4/20/15,81.0557
4/17/15,81.65
4/16/15,80.2928
4/15/15,67.9228
4/14/15,68.3871
4/13/15,67.8114
4/10/15,64.9386
4/9/15,62.7857
4/8/15,63.05
4/7/15,60.4943
4/6/15,60.33
4/2/15,59.1543
4/1/15,59.0171
3/31/15,59.5271
3/30/15,60.3671
3/27/15,59.2528
3/26/15,59.7514
3/25/15,60.25
3/24/15,62.6114
3/23/15,60.7143
3/20/15,61.185
3/19/15,60.7443
3/18/15,60.4457
3/17/15,59.7886
3/16/15,60.2814
3/13/15,62.6286
3/12/15,64.0457
3/11/15,62.8843
3/10/15,62.1514
3/9/15,63.6614
3/6/15,64.8743
3/5/15,66.8071
3/4/15,67.11
3/3/15,67.8157
3/2/15,68.6071
2/27/15,67.8443
2/26/15,69.0043
2/25/15,68.3328
2/24/15,67.84
2/23/15,67.4057
2/20/15,68.3143
2/19/15,67.8
2/18/15,67.8657
2/17/15,67.1371
2/13/15,66.5857
2/12/15,65.2471
2/11/15,64.9843
2/10/15,64.85
2/9/15,63.295
2/6/15,63.48
2/5/15,64.13
2/4/15,64.1014
2/3/15,65.2743
2/2/15,63.0093
1/30/15,63.1143
1/29/15,63.4
1/28/15,63.2086
1/27/15,64.8814
1/26/15,63.7943
1/23/15,62.4936
1/22/15,61.2057
1/21/15,58.4686
1/20/15,49.8286
1/16/15,48.1914
1/15/15,46.2514
1/14/15,46.32
1/13/15,46.2557
1/12/15,45.5471
1/9/15,47.0414
1/8/15,47.7793
1/7/15,46.7428
1/6/15,46.5014
1/5/15,47.3114
1/2/15,49.8486
12/31/14,48.8014
12/30/14,49.0328
12/29/14,48.8471
12/26/14,48.5786
12/24/14,48.8714
12/23/14,48.0614
12/22/14,48.0971
12/19/14,48.5886
12/18/14,47.7743
12/17/14,47.6643
12/16/14,45.2057
12/15/14,46.72
12/12/14,47.7828
12/11/14,47.8043
12/10/14,47.76
12/9/14,49.1114
12/8/14,48.4971
12/5/14,50.1314
12/4/14,50.0857
12/3/14,50.7314
12/2/14,50.33
12/1/14,48.83
11/28/14,49.5128
11/26/14,50.1657
11/25/14,49.8557
11/24/14,50.9243
11/21/14,51.4686
11/20/14,52.5914
11/19/14,51.8714
11/18/14,54.4328
11/17/14,54.4486
11/14/14,55.1486
11/13/14,54.2014
11/12/14,54.8371
11/11/14,54.65
11/10/14,55.3243
11/7/14,54.88
11/6/14,54.7571
11/5/14,54.34
11/4/14,54.6828
11/3/14,55.4871
10/31/14,56.11
10/30/14,54.1443
10/29/14,54.0143
10/28/14,55.1743
10/27/14,54.2
10/24/14,55.0028
10/23/14,54.72
10/22/14,53.5214
10/21/14,52.2843
10/20/14,51.3171
10/17/14,51.0128
10/16/14,51.6714
10/15/14,64.0843
10/14/14,64.16
10/13/14,62.6543
10/10/14,64.5828
10/9/14,65.9457
10/8/14,66.6943
10/7/14,65.1786
10/6/14,66.2114
10/3/14,65.6486
10/2/14,64.2828
10/1/14,62.6857
9/30/14,64.4543
9/29/14,64.2228
9/26/14,64.1071
9/25/14,63.3557
9/24/14,64.3657
9/23/14,63.4143
9/22/14,63.2543
9/19/14,65.36
9/18/14,65.5728
9/17/14,64.9328
9/16/14,65.2728
9/15/14,65.3928
9/12/14,68.0786
9/11/14,68.7943
9/10/14,69.1986
9/9/14,68.43
9/8/14,68.4757
9/5/14,67.9543
9/4/14,67.5243
9/3/14,68.1986
9/2/14,68.0857
8/29/14,68.2343
8/28/14,67.8871
8/27/14,67.8143
8/26/14,68.48
8/25/14,68.7043
8/22/14,68.4557
8/21/14,67.4357
8/20/14,67.4557
8/19/14,66.8786
8/18/14,66.5714
8/15/14,65.5843
8/14/14,64.41
8/13/14,64.5043
8/12/14,63.7728
8/11/14,64.5057
8/8/14,63.6928
8/7/14,64.2386
8/6/14,61.4714
8/5/14,60.4071
8/4/14,60.3857
8/1/14,60.7714
7/31/14,60.3886
7/30/14,62.0514
7/29/14,60.6114
7/28/14,60.6657
7/25/14,60.2657
7/24/14,60.7686
7/23/14,61.1286
7/22/14,61.5843
7/21/14,64.5643
7/18/14,63.4528
7/17/14,62.7657
7/16/14,63.4914
7/15/14,64.1557
7/14/14,64.6543
7/11/14,62.8514
7/10/14,62.65
7/9/14,63.2857
7/8/14,63.5786
7/7/14,65.8028
7/3/14,67.4786
7/2/14,66.6771
7/1/14,67.5857
6/30/14,62.9428
6/27/14,63.1543
6/26/14,62.8014
6/25/14,63.4586
6/24/14,62.3371
6/23/14,62.7886
6/20/14,62.8828
6/19/14,63.0557
6/18/14,64.0971
6/17/14,63.3786
6/16/14,61.4657
6/13/14,61.1014
6/12/14,60.35
6/11/14,61.4286
6/10/14,61.1843
6/9/14,60.4414
6/6/14,61.4471
6/5/14,61.1928
6/4/14,60.4586
6/3/14,59.6528
6/2/14,60.2943
5/30/14,59.69
5/29/14,59.3143
5/28/14,57.32
5/27/14,56.9728
5/23/14,57.4786
5/22/14,55.9714
5/21/14,55.8
5/20/14,53.0957
5/19/14,52.0714
5/16/14,49.9828
5/15/14,49.17
5/14/14,50.2686
5/13/14,49.5914
5/12/14,49.35
5/9/14,46.9357
5/8/14,45.9514
5/7/14,45.7914
5/6/14,46.5986
5/5/14,49.1971
5/2/14,48.6643
5/1/14,48.0741
4/30/14,46.0057
4/29/14,45.6957
4/28/14,44.8871
4/25/14,46.0114
4/24/14,49.1528
4/23/14,50.5
4/22/14,53.2714
4/21/14,49.7843
4/17/14,49.3914
4/16/14,47.3443
4/15/14,46.61
4/14/14,47.3686
4/11/14,46.6728
4/10/14,47.8186
4/9/14,50.4328
4/8/14,49.8414
4/7/14,48.2857
4/4/14,48.1871
4/3/14,50.67
4/2/14,51.84
4/1/14,52.0986
3/31/14,50.29
3/28/14,51.2671
3/27/14,52.0257
3/26/14,53.1828
3/25/14,52.9771
3/24/14,54.1286
3/21/14,57.9986
3/20/14,60.61
3/19/14,60.0128
3/18/14,60.0357
3/17/14,60.3886
3/14/14,60.6414
3/13/14,61.4371
3/12/14,62.3686
3/11/14,62.4971
3/10/14,62.85
3/7/14,64.0528
3/6/14,64.3586
3/5/14,64.7857
3/4/14,64.9971
3/3/14,63.6557
2/28/14,63.6614
2/27/14,64.6043
2/26/14,64.1128
2/25/14,64.7186
2/24/14,63.8571
2/21/14,61.7471
2/20/14,62.1357
2/19/14,61.1757
2/18/14,62.4071
2/14/14,62.2157
2/13/14,62.3643
2/12/14,61.2757
2/11/14,61.9986
2/10/14,61.4914
2/7/14,61.4257
2/6/14,58.2728
2/5/14,57.7743
2/4/14,57.9871
2/3/14,57.7686
1/31/14,58.4757
1/30/14,57.81
1/29/14,57.2028
1/28/14,58.11
1/27/14,54.4614
1/24/14,55.1543
1/23/14,55.5314
1/22/14,47.6757
1/21/14,46.9586
1/17/14,47.1486
1/16/14,47.3828
1/15/14,47.1971
1/14/14,48.28
1/13/14,48.1157
1/10/14,47.4486
1/9/14,48.15
1/8/14,48.7128
1/7/14,48.5
1/6/14,51.3671
1/3/14,51.8714
1/2/14,51.8314
12/31/13,52.5957
12/30/13,52.4271
12/27/13,52.5
12/26/13,53.8471
12/24/13,54.0557
12/23/13,54.3686
12/20/13,53.6671
12/19/13,53.82
12/18/13,53.7486
12/17/13,53.5528
12/16/13,52.33
12/13/13,52.71
12/12/13,53.3328
12/11/13,51.9971
