Date,Open,High,Low,Close,Adj Close,Volume,Return,Lagged_Return
2008-03-05,1327.689941,1344.189941,1320.219971,1333.699951,1333.699951,4277710000,0.5238327491991823,-0.34476287929600113
2008-03-06,1332.199951,1332.199951,1303.420044,1304.339966,1304.339966,4323460000,-2.2013935726687306,0.5238327491991823
2008-03-07,1301.530029,1313.23999,1282.430054,1293.369995,1293.369995,4565410000,-0.8410361781400755,-2.2013935726687306
2008-03-10,1293.160034,1295.01001,1272.660034,1273.369995,1273.369995,4261240000,-1.5463479187948883,-0.8410361781400755
2008-03-11,1274.400024,1320.650024,1274.400024,1320.650024,1320.650024,5109080000,3.7129843789039496,-1.5463479187948883
2008-03-12,1321.130005,1333.26001,1307.859985,1308.77002,1308.77002,4414280000,-0.8995573228415044,3.7129843789039496
2008-03-13,1305.26001,1321.680054,1282.109985,1315.47998,1315.47998,5073360000,0.512692061818476,-0.8995573228415044
2008-03-14,1316.050049,1321.469971,1274.859985,1288.140015,1288.140015,5153780000,-2.078326193911373,0.512692061818476
2008-03-17,1283.209961,1287.5,1256.97998,1276.599976,1276.599976,5683010000,-0.8958683734392014,-2.078326193911373
2008-03-18,1277.160034,1330.73999,1277.160034,1330.73999,1330.73999,5335630000,4.2409537065509095,-0.8958683734392014
2008-03-19,1330.969971,1341.51001,1298.420044,1298.420044,1298.420044,5358550000,-2.4287198282814115,4.2409537065509095
2008-03-20,1299.670044,1330.670044,1295.219971,1329.51001,1329.51001,6145220000,2.3944459378663074,-2.4287198282814115
2008-03-24,1330.290039,1359.680054,1330.290039,1349.880005,1349.880005,4499000000,1.53214303365794,2.3944459378663074
2008-03-25,1349.069946,1357.469971,1341.209961,1352.98999,1352.98999,4145120000,0.23038973749374134,1.53214303365794
2008-03-26,1352.449951,1352.449951,1336.410034,1341.130005,1341.130005,4055670000,-0.8765759604769885,0.23038973749374134
2008-03-27,1340.339966,1345.619995,1325.660034,1325.76001,1325.76001,4037930000,-1.1460481044117676,-0.8765759604769885
2008-03-28,1327.02002,1334.869995,1312.949951,1315.219971,1315.219971,3686980000,-0.7950186248263713,-1.1460481044117676
2008-03-31,1315.920044,1328.52002,1312.810059,1322.699951,1322.699951,4188990000,0.5687246365573939,-0.7950186248263713
2008-04-01,1326.410034,1370.180054,1326.410034,1370.180054,1370.180054,4745120000,3.5896351976201,0.5687246365573939
2008-04-02,1369.959961,1377.949951,1361.550049,1367.530029,1367.530029,4320440000,-0.1934070629815099,3.5896351976201
2008-04-03,1365.689941,1375.660034,1358.680054,1369.310059,1369.310059,3920100000,0.1301638693302687,-0.1934070629815099
2008-04-04,1369.849976,1380.910034,1362.829956,1370.400024,1370.400024,3703100000,0.07959957592045264,0.1301638693302687
2008-04-07,1373.689941,1386.73999,1369.02002,1372.540039,1372.540039,3747780000,0.15615987759205474,0.07959957592045264
2008-04-08,1370.160034,1370.160034,1360.619995,1365.540039,1365.540039,3602500000,-0.5100033369591195,0.15615987759205474
2008-04-09,1365.5,1368.390015,1349.969971,1354.48999,1354.48999,3556670000,-0.8092072502020486,-0.5100033369591195
2008-04-10,1355.369995,1367.23999,1350.109985,1360.550049,1360.550049,3686150000,0.4474052259330508,-0.8092072502020486
2008-04-11,1357.97998,1357.97998,1331.209961,1332.829956,1332.829956,3723790000,-2.037418103095445,0.4474052259330508
2008-04-14,1332.199951,1335.640015,1326.160034,1328.319946,1328.319946,3565020000,-0.33837849904987394,-2.037418103095445
2008-04-15,1331.719971,1337.719971,1324.349976,1334.430054,1334.430054,3581230000,0.4599876722772622,-0.33837849904987394
2008-04-16,1337.02002,1365.48999,1337.02002,1364.709961,1364.709961,4260370000,2.2691265764912094,0.4599876722772622
2008-04-17,1363.369995,1368.599976,1357.25,1365.560059,1365.560059,3713880000,0.06229147762482067,2.2691265764912094
2008-04-18,1369.0,1395.900024,1369.0,1390.329956,1390.329956,4222380000,1.813900226266063,0.06229147762482067
2008-04-21,1387.719971,1390.22998,1379.25,1388.170044,1388.170044,3420570000,-0.15535247519331552,1.813900226266063
2008-04-22,1386.430054,1386.430054,1369.839966,1375.939941,1375.939941,3821900000,-0.8810234058040156,-0.15535247519331552
2008-04-23,1378.400024,1387.869995,1372.23999,1379.930054,1379.930054,4103610000,0.2899917998673729,-0.8810234058040156
2008-04-24,1380.52002,1397.719971,1371.089966,1388.819946,1388.819946,4461660000,0.6442277254728346,0.2899917998673729
2008-04-25,1387.880005,1399.109985,1379.97998,1397.839966,1397.839966,3891150000,0.6494736791460065,0.6442277254728346
2008-04-28,1397.959961,1402.900024,1394.400024,1396.369995,1396.369995,3607000000,-0.10516017825749067,0.6494736791460065
2008-04-29,1395.609985,1397.0,1386.699951,1390.939941,1390.939941,3815320000,-0.3888692838891816,-0.10516017825749067
2008-04-30,1391.219971,1404.569946,1384.25,1385.589966,1385.589966,4508890000,-0.38463019446790536,-0.3888692838891816
2008-05-01,1385.969971,1410.069946,1383.069946,1409.339966,1409.339966,4448780000,1.7140713041220224,-0.38463019446790536
2008-05-02,1409.160034,1422.719971,1406.25,1413.900024,1413.900024,3953030000,0.3235598301339904,1.7140713041220224
2008-05-05,1415.339966,1415.339966,1404.369995,1407.48999,1407.48999,3410090000,-0.4533583627692184,0.3235598301339904
2008-05-06,1405.599976,1421.569946,1397.099976,1418.26001,1418.26001,3924100000,0.7651933638263442,-0.4533583627692184
2008-05-07,1417.48999,1419.540039,1391.160034,1392.569946,1392.569946,4075860000,-1.8113790009491866,0.7651933638263442
2008-05-08,1394.290039,1402.349976,1389.390015,1397.680054,1397.680054,3827550000,0.3669552121728703,-1.8113790009491866
2008-05-09,1394.900024,1394.900024,1384.109985,1388.280029,1388.280029,3518620000,-0.6725448340697215,0.3669552121728703
2008-05-12,1389.400024,1404.060059,1386.199951,1403.579956,1403.579956,3370630000,1.1020778719276647,-0.6725448340697215
2008-05-13,1404.400024,1406.300049,1396.26001,1403.040039,1403.040039,4018590000,-0.03846713524883194,1.1020778719276647
2008-05-14,1405.650024,1420.189941,1405.650024,1408.660034,1408.660034,3979370000,0.4005584191314693,-0.03846713524883194
2008-05-15,1408.359985,1424.400024,1406.869995,1423.569946,1423.569946,3836480000,1.058446441307925,0.4005584191314693
2008-05-16,1423.890015,1425.819946,1414.349976,1425.349976,1425.349976,3842590000,0.1250398693089405,1.058446441307925
2008-05-19,1425.280029,1440.23999,1421.630005,1426.630005,1426.630005,3683970000,0.08980454074809519,0.1250398693089405
2008-05-20,1424.48999,1424.48999,1409.089966,1413.400024,1413.400024,3854320000,-0.9273589475639832,0.08980454074809519
2008-05-21,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,4517990000,-1.60535323437917,-0.9273589475639832
2008-05-22,1390.829956,1399.069946,1390.22998,1394.349976,1394.349976,3955960000,0.2617378966195405,-1.60535323437917
2008-05-23,1392.199951,1392.199951,1373.719971,1375.930054,1375.930054,3516380000,-1.3210400772438513,0.2617378966195405
2008-05-27,1375.969971,1387.400024,1373.069946,1385.349976,1385.349976,3588860000,0.6846221559457355,-1.3210400772438513
2008-05-28,1386.540039,1391.25,1378.160034,1390.839966,1390.839966,3927240000,0.3962890312996237,0.6846221559457355
2008-05-29,1390.5,1406.319946,1388.589966,1398.26001,1398.26001,3894440000,0.5334937290693231,0.3962890312996237
2008-05-30,1398.359985,1404.459961,1398.079956,1400.380005,1400.380005,3845630000,0.15161665104046484,0.5334937290693231
2008-06-02,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044,3714320000,-1.0504263805166223,0.15161665104046484
2008-06-03,1386.420044,1393.119995,1370.119995,1377.650024,1377.650024,4396380000,-0.5787828087016056,-1.0504263805166223
2008-06-04,1376.26001,1388.180054,1371.73999,1377.199951,1377.199951,4338640000,-0.03266961798419343,-0.5787828087016056
2008-06-05,1377.47998,1404.050049,1377.47998,1404.050049,1404.050049,4350790000,1.949615085340639,-0.03266961798419343
2008-06-06,1400.060059,1400.060059,1359.900024,1360.680054,1360.680054,4771660000,-3.0889208707972515,1.949615085340639
2008-06-09,1360.829956,1370.630005,1350.619995,1361.76001,1361.76001,4404570000,0.07936884183943338,-3.0889208707972515
2008-06-10,1358.97998,1366.839966,1351.560059,1358.439941,1358.439941,4635070000,-0.2438072035908845,0.07936884183943338
2008-06-11,1357.089966,1357.089966,1335.469971,1335.48999,1335.48999,4779980000,-1.6894343509294751,-0.2438072035908845
2008-06-12,1335.780029,1353.030029,1331.290039,1339.869995,1339.869995,4734240000,0.32796988616889955,-1.6894343509294751
2008-06-13,1341.810059,1360.030029,1341.709961,1360.030029,1360.030029,4080420000,1.5046261260593496,0.32796988616889955
2008-06-16,1358.849976,1364.699951,1352.069946,1360.140015,1360.140015,3706940000,0.008087027319603202,1.5046261260593496
2008-06-17,1360.709961,1366.589966,1350.540039,1350.930054,1350.930054,3801960000,-0.6771333023387283,0.008087027319603202
2008-06-18,1349.589966,1349.589966,1333.400024,1337.810059,1337.810059,4573570000,-0.9711824058657004,-0.6771333023387283
2008-06-19,1336.890015,1347.660034,1330.5,1342.829956,1342.829956,4811670000,0.3752324155607223,-0.9711824058657004
2008-06-20,1341.02002,1341.02002,1314.459961,1317.930054,1317.930054,5324900000,-1.8542855622741383,0.3752324155607223
2008-06-23,1319.77002,1323.780029,1315.310059,1318.0,1318.0,4186370000,0.005307261928488849,-1.8542855622741383
2008-06-24,1317.22998,1326.02002,1304.420044,1314.290039,1314.290039,4705050000,-0.2814841426403647,0.005307261928488849
2008-06-25,1314.540039,1335.630005,1314.540039,1321.969971,1321.969971,4825640000,0.5843407293753433,-0.2814841426403647
2008-06-26,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,5231280000,-2.9365226027513125,0.5843407293753433
2008-06-27,1283.599976,1289.449951,1272.0,1278.380005,1278.380005,6208260000,-0.3717428913830645,-2.9365226027513125
2008-06-30,1278.060059,1290.310059,1274.859985,1280.0,1280.0,5032330000,0.12672249203398156,-0.3717428913830645
2008-07-01,1276.689941,1285.310059,1260.680054,1284.910034,1284.910034,5846290000,0.38359640625000857,0.12672249203398156
2008-07-02,1285.819946,1292.170044,1261.51001,1261.52002,1261.52002,5276090000,-1.8203620005352144,0.38359640625000857
2008-07-03,1262.959961,1271.47998,1252.01001,1262.900024,1262.900024,3247590000,0.10939216010223962,-1.8203620005352144
2008-07-07,1262.900024,1273.949951,1240.680054,1252.310059,1252.310059,5265420000,-0.8385434158484251,0.10939216010223962
2008-07-08,1251.839966,1274.170044,1242.839966,1273.699951,1273.699951,6034110000,1.70803483101305,-0.8385434158484251
2008-07-09,1273.380005,1277.359985,1244.569946,1244.689941,1244.689941,5181000000,-2.2776172659207394,1.70803483101305
2008-07-10,1245.25,1257.650024,1236.76001,1253.390015,1253.390015,5840430000,0.6989751996396842,-2.2776172659207394
2008-07-11,1248.660034,1257.27002,1225.349976,1239.48999,1239.48999,6742200000,-1.1089943938958124,0.6989751996396842
2008-07-14,1241.609985,1253.5,1225.01001,1228.300049,1228.300049,5434860000,-0.9027859111633508,-1.1089943938958124
2008-07-15,1226.829956,1234.349976,1200.439941,1214.910034,1214.910034,7363640000,-1.0901257401154665,-0.9027859111633508
2008-07-16,1214.650024,1245.52002,1211.390015,1245.359985,1245.359985,6738630000,2.5063543923286247,-1.0901257401154665
2008-07-17,1246.310059,1262.310059,1241.48999,1260.319946,1260.319946,7365210000,1.2012559565256928,2.5063543923286247
2008-07-18,1258.219971,1262.22998,1251.810059,1260.680054,1260.680054,5653280000,0.0285727446544648,1.2012559565256928
2008-07-21,1261.819946,1267.73999,1255.699951,1260.0,1260.0,4630640000,-0.05394342504604355,0.0285727446544648
2008-07-22,1257.079956,1277.420044,1248.829956,1277.0,1277.0,6180230000,1.3492063492063444,-0.05394342504604355
2008-07-23,1278.869995,1291.170044,1276.060059,1282.189941,1282.189941,6705830000,0.4064166797181024,1.3492063492063444
2008-07-24,1283.219971,1283.219971,1251.47998,1252.540039,1252.540039,6127980000,-2.3124422561664804,0.4064166797181024
2008-07-25,1253.51001,1263.22998,1251.75,1257.76001,1257.76001,4672560000,0.4167508293122069,-2.3124422561664804
2008-07-28,1257.76001,1260.089966,1234.369995,1234.369995,1234.369995,4282960000,-1.8596564379559144,0.4167508293122069
2008-07-29,1236.380005,1263.199951,1236.380005,1263.199951,1263.199951,5414240000,2.335600842274199,-1.8596564379559144
2008-07-30,1264.52002,1284.329956,1264.52002,1284.26001,1284.26001,5631330000,1.6671991622013491,2.335600842274199
2008-07-31,1281.369995,1284.930054,1265.969971,1267.380005,1267.380005,5346050000,-1.314375972821891,1.6671991622013491
2008-08-01,1269.420044,1270.52002,1254.540039,1260.310059,1260.310059,4684870000,-0.5578394776711071,-1.314375972821891
2008-08-04,1253.27002,1260.48999,1247.449951,1249.01001,1249.01001,4562280000,-0.8966086495386771,-0.5578394776711071
2008-08-05,1254.869995,1284.880005,1254.670044,1284.880005,1284.880005,1219310000,2.8718741013132427,-0.8966086495386771
2008-08-06,1283.98999,1291.670044,1276.0,1289.189941,1289.189941,4873420000,0.33543490312155644,2.8718741013132427
2008-08-07,1286.51001,1286.51001,1264.290039,1266.069946,1266.069946,5319380000,-1.793373828379885,0.33543490312155644
2008-08-08,1266.290039,1297.849976,1262.109985,1296.319946,1296.319946,4966810000,2.389283474864201,-1.793373828379885
2008-08-11,1294.420044,1313.150024,1291.410034,1305.319946,1305.319946,5067310000,0.6942730479285508,2.389283474864201
2008-08-12,1304.790039,1304.790039,1285.640015,1289.589966,1289.589966,4711290000,-1.20506700661418,0.6942730479285508
2008-08-13,1288.640015,1294.030029,1274.859985,1285.829956,1285.829956,4787600000,-0.2915663194606455,-1.20506700661418
2008-08-14,1282.109985,1300.109985,1276.839966,1292.930054,1292.930054,4064000000,0.5521801671262372,-0.2915663194606455
2008-08-15,1293.849976,1302.050049,1290.73999,1298.199951,1298.199951,4041820000,0.40759335616775694,0.5521801671262372
2008-08-18,1298.140015,1300.219971,1274.51001,1278.599976,1278.599976,3829290000,-1.509780907394298,0.40759335616775694
2008-08-19,1276.650024,1276.650024,1263.109985,1266.689941,1266.689941,4159760000,-0.9314903193772484,-1.509780907394298
2008-08-20,1267.339966,1276.01001,1261.160034,1274.540039,1274.540039,4555030000,0.6197331916761417,-0.9314903193772484
2008-08-21,1271.069946,1281.400024,1265.219971,1277.719971,1277.719971,4032590000,0.2494964381421161,0.6197331916761417
2008-08-22,1277.589966,1293.089966,1277.589966,1292.199951,1292.199951,3741070000,1.1332670951888837,0.2494964381421161
2008-08-25,1290.469971,1290.469971,1264.869995,1266.839966,1266.839966,3420600000,-1.9625434113640596,1.1332670951888837
2008-08-26,1267.030029,1275.650024,1263.209961,1271.51001,1271.51001,3587570000,0.3686372490082857,-1.9625434113640596
2008-08-27,1271.290039,1285.050049,1270.030029,1281.660034,1281.660034,3499610000,0.7982653632431891,0.3686372490082857
2008-08-28,1283.790039,1300.680054,1283.790039,1300.680054,1300.680054,3854280000,1.4840144418515775,0.7982653632431891
2008-08-29,1296.48999,1297.589966,1282.73999,1282.829956,1282.829956,3288120000,-1.3723665512594962,1.4840144418515775
2008-09-02,1287.829956,1303.040039,1272.199951,1277.579956,1277.579956,4783560000,-0.4092514347240561,-1.3723665512594962
2008-09-03,1276.609985,1280.599976,1265.589966,1274.97998,1274.97998,5056980000,-0.2035078890984088,-0.4092514347240561
2008-09-04,1271.800049,1271.800049,1232.829956,1236.829956,1236.829956,5212500000,-2.9922057285950543,-0.2035078890984088
2008-09-05,1233.209961,1244.939941,1217.22998,1242.310059,1242.310059,5017080000,0.4430765097025002,-2.9922057285950543
2008-09-08,1249.5,1274.420044,1247.119995,1267.790039,1267.790039,7351340000,2.051016154574992,0.4430765097025002
2008-09-09,1267.97998,1268.660034,1224.51001,1224.51001,1224.51001,7380630000,-3.4138167731731173,2.051016154574992
2008-09-10,1227.5,1243.900024,1221.599976,1232.040039,1232.040039,6543440000,0.6149422167647245,-3.4138167731731173
2008-09-11,1229.040039,1249.97998,1211.540039,1249.050049,1249.050049,6869250000,1.3806377602635589,0.6149422167647245
2008-09-12,1245.880005,1255.089966,1233.810059,1251.699951,1251.699951,6273260000,0.2121533882586624,1.3806377602635589
2008-09-15,1250.920044,1250.920044,1192.699951,1192.699951,1192.699951,8279510000,-4.713589702776943,0.2121533882586624
2008-09-16,1188.310059,1214.839966,1169.280029,1213.599976,1213.599976,9459830000,1.7523288218865618,-4.713589702776943
2008-09-17,1210.339966,1210.339966,1155.880005,1156.390015,1156.390015,9431870000,-4.714070709572925,1.7523288218865618
2008-09-18,1157.079956,1211.140015,1133.5,1206.51001,1206.51001,10082690000,4.3341774271546285,-4.714070709572925
2008-09-19,1213.109985,1265.119995,1213.109985,1255.079956,1255.079956,9387170000,4.025656281127743,4.3341774271546285
2008-09-22,1255.369995,1255.369995,1205.609985,1207.089966,1207.089966,5368130000,-3.823659980432359,4.025656281127743
2008-09-23,1207.609985,1221.150024,1187.060059,1188.219971,1188.219971,5185730000,-1.5632633466857948,-3.823659980432359
2008-09-24,1188.790039,1197.410034,1179.790039,1185.869995,1185.869995,4820360000,-0.1977728078431662,-1.5632633466857948
2008-09-25,1187.869995,1220.030029,1187.869995,1209.180054,1209.180054,5877640000,1.9656504590117363,-0.1977728078431662
2008-09-26,1204.469971,1215.77002,1187.540039,1213.27002,1213.27002,5383610000,0.3382429263921738,1.9656504590117363
2008-09-29,1209.069946,1209.069946,1106.420044,1106.420044,1106.420044,7305060000,-8.806776252494885,0.3382429263921738
2008-09-30,1113.780029,1168.030029,1113.780029,1166.359985,1166.359985,4937680000,5.417467021231959,-8.806776252494885
2008-10-01,1164.170044,1167.030029,1140.77002,1161.060059,1161.060059,5782130000,-0.4543988192461934,5.417467021231959
2008-10-02,1160.640015,1160.640015,1111.430054,1114.280029,1114.280029,6285640000,-4.029079257130819,-0.4543988192461934
2008-10-03,1115.160034,1153.819946,1098.140015,1099.22998,1099.22998,6716120000,-1.3506523143474558,-4.029079257130819
2008-10-06,1097.560059,1097.560059,1007.969971,1056.890015,1056.890015,7956020000,-3.8517840461374737,-1.3506523143474558
2008-10-07,1057.599976,1072.910034,996.22998,996.22998,996.22998,7069210000,-5.739484160042885,-3.8517840461374737
2008-10-08,988.909973,1021.059998,970.969971,984.940002,984.940002,8716330000,-1.1332702515136297,-5.739484160042885
2008-10-09,988.419983,1005.25,909.190002,909.919983,909.919983,6819000000,-7.616709530292788,-1.1332702515136297
2008-10-10,902.309998,936.359985,839.7999880000001,899.2199710000001,899.2199710000001,11456230000,-1.1759288948377633,-7.616709530292788
2008-10-13,912.75,1006.929993,912.75,1003.349976,1003.349976,7263370000,11.580036960722694,-1.1759288948377633
2008-10-14,1009.969971,1044.310059,972.070007,998.01001,998.01001,8161990000,-0.5322136968885505,11.580036960722694
2008-10-15,994.599976,994.599976,903.98999,907.840027,907.840027,6542330000,-9.034977815503076,-0.5322136968885505
2008-10-16,909.530029,947.710022,865.830017,946.429993,946.429993,7984500000,4.2507451590917835,-9.034977815503076
2008-10-17,942.289978,984.640015,918.73999,940.549988,940.549988,6581780000,-0.6212826139798677,4.2507451590917835
2008-10-20,943.51001,985.400024,943.51001,985.400024,985.400024,5175640000,4.7684904122288865,-0.6212826139798677
2008-10-21,980.400024,985.440002,952.469971,955.049988,955.049988,5121830000,-3.0799711042020395,4.7684904122288865
2008-10-22,951.669983,951.669983,875.8099980000002,896.7800289999999,896.7800289999999,6147980000,-6.1012470270823345,-3.0799711042020395
2008-10-23,899.080017,922.830017,858.4400019999998,908.109985,908.109985,7189900000,1.2634041385415349,-6.1012470270823345
2008-10-24,895.2199710000001,896.2999880000001,852.849976,876.7700199999998,876.7700199999998,6550050000,-3.451119965386129,1.2634041385415349
2008-10-27,874.2800289999999,893.7800289999999,846.75,848.919983,848.919983,5558050000,-3.1764358229310674,-3.451119965386129
2008-10-28,848.919983,940.51001,845.2700199999998,940.51001,940.51001,7096950000,10.789005893857007,-3.1764358229310674
2008-10-29,939.51001,969.969971,922.26001,930.090027,930.090027,7077800000,-1.1079077191320952,10.789005893857007
2008-10-30,939.380005,963.22998,928.5,954.090027,954.090027,6175830000,2.5803953706945877,-1.1079077191320952
2008-10-31,953.109985,984.380005,944.590027,968.75,968.75,6394350000,1.536539800766623,2.5803953706945877
2008-11-03,968.669983,975.570007,958.820007,966.299988,966.299988,4492280000,-0.2529044645161238,1.536539800766623
2008-11-04,971.309998,1007.51001,971.309998,1005.75,1005.75,5531290000,4.082584341292561,-0.2529044645161238
2008-11-05,1001.840027,1001.840027,949.859985,952.77002,952.77002,5426640000,-5.267708675118078,4.082584341292561
2008-11-06,952.400024,952.400024,899.7299800000002,904.880005,904.880005,6102230000,-5.026398185786729,-5.267708675118078
2008-11-07,907.440002,931.460022,906.900024,930.98999,930.98999,4931640000,2.885463802462951,-5.026398185786729
2008-11-10,936.75,951.950012,907.469971,919.210022,919.210022,4572000000,-1.2653162898131676,2.885463802462951
2008-11-11,917.150024,917.150024,884.900024,898.9500119999999,898.9500119999999,4998340000,-2.204067570533974,-1.2653162898131676
2008-11-12,893.3900150000002,893.3900150000002,850.4799800000002,852.2999880000001,852.2999880000001,5764180000,-5.1893902193974055,-2.204067570533974
2008-11-13,853.1300050000001,913.01001,818.6900019999998,911.289978,911.289978,7849120000,6.9212707767866135,-5.1893902193974055
2008-11-14,904.359985,916.880005,869.8800050000001,873.2899779999998,873.2899779999998,5881030000,-4.169913081168552,6.9212707767866135
2008-11-17,873.2299800000002,882.2899779999998,848.9799800000002,850.75,850.75,4927490000,-2.581041643420745,-4.169913081168552
2008-11-18,852.340027,865.900024,826.840027,859.1199949999999,859.1199949999999,6679470000,0.983837202468396,-2.581041643420745
2008-11-19,859.0300289999999,864.570007,806.179993,806.580017,806.580017,6548600000,-6.11555758284964,0.983837202468396
2008-11-20,805.869995,820.52002,747.780029,752.4400019999998,752.4400019999998,9093740000,-6.712293121439937,-6.11555758284964
2008-11-21,755.840027,801.200012,741.02002,800.030029,800.030029,9495900000,6.324760362753823,-6.712293121439937
2008-11-24,801.200012,865.599976,801.200012,851.8099980000002,851.8099980000002,7879440000,6.4722531808865575,6.324760362753823
2008-11-25,853.400024,868.9400019999998,834.98999,857.3900150000002,857.3900150000002,6952700000,0.6550776597012975,6.4722531808865575
2008-11-26,852.900024,887.679993,841.3699949999999,887.679993,887.679993,5793260000,3.5328120773601364,0.6550776597012975
2008-11-28,886.8900150000002,896.25,881.2100220000002,896.23999,896.23999,2740860000,0.9643111332351628,3.5328120773601364
