timestamp,bid_ask_spread
2018-12-24 13:06:39.067359+00:00,-0.23
2018-12-24 13:06:39.462939+00:00,-0.22
2018-12-24 13:06:45.939580+00:00,-0.23
2018-12-24 13:06:45.941024+00:00,-0.22
2018-12-24 13:06:50.940108+00:00,-0.23
2018-12-24 13:06:53.662377+00:00,-0.22
2018-12-24 13:06:58.716377+00:00,-0.23
2018-12-24 13:06:58.740973+00:00,-0.22
2018-12-24 13:07:14.803287+00:00,-0.23
2018-12-24 13:07:14.804894+00:00,-0.22
2018-12-24 13:07:24.326015+00:00,-0.23
2018-12-24 13:07:24.334855+00:00,-0.22
2018-12-24 13:07:49.653772+00:00,-0.23
2018-12-24 13:07:49.655408+00:00,-0.22
2018-12-24 13:07:54.654352+00:00,-0.23
2018-12-24 13:08:00.289901+00:00,-0.22
2018-12-24 13:08:00.311057+00:00,108.9
2018-12-24 13:08:00.312506+00:00,-0.23
2018-12-24 13:08:00.318640+00:00,-0.22
2018-12-24 13:08:00.580409+00:00,-0.21
2018-12-24 13:08:05.317696+00:00,-0.22
2018-12-24 13:08:05.317764+00:00,108.91
2018-12-24 13:08:05.319315+00:00,-0.22
2018-12-24 13:08:05.580191+00:00,-0.23
2018-12-24 13:08:05.823820+00:00,-0.22
2018-12-24 13:08:10.712423+00:00,108.91
2018-12-24 13:08:10.713861+00:00,-0.23
2018-12-24 13:08:10.822743+00:00,-0.24
2018-12-24 13:08:10.869079+00:00,-0.23
2018-12-24 13:08:11.358430+00:00,-0.22
2018-12-24 13:08:16.358064+00:00,-0.23
2018-12-24 13:08:17.404322+00:00,-0.22
2018-12-24 13:08:17.404326+00:00,-0.23
2018-12-24 13:08:17.561223+00:00,-0.22
2018-12-24 13:08:22.403747+00:00,-0.23
2018-12-24 13:08:36.459014+00:00,-0.22
2018-12-24 13:08:41.459017+00:00,-0.23
2018-12-24 13:08:41.721074+00:00,108.9
2018-12-24 13:08:41.722538+00:00,-0.24
2018-12-24 13:08:41.735850+00:00,-0.23
2018-12-24 13:08:42.127062+00:00,-0.22
2018-12-24 13:08:47.126877+00:00,-0.23
2018-12-24 13:08:51.455497+00:00,-0.24
2018-12-24 13:08:51.457062+00:00,-0.23
2018-12-24 13:08:58.277719+00:00,-0.22
2018-12-24 13:08:58.291118+00:00,-0.23
2018-12-24 13:08:58.299779+00:00,-0.22
2018-12-24 13:09:02.123456+00:00,-0.21
2018-12-24 13:09:03.276888+00:00,-0.22
2018-12-24 13:09:07.123217+00:00,-0.23
2018-12-24 13:09:10.663440+00:00,-0.22
2018-12-24 13:09:15.662790+00:00,-0.23
2018-12-24 13:09:15.761249+00:00,-0.22
2018-12-24 13:09:17.250131+00:00,-109.12
2018-12-24 13:09:17.251716+00:00,-0.23
2018-12-24 13:09:25.313499+00:00,-0.22
2018-12-24 13:09:49.380922+00:00,-0.23
2018-12-24 13:09:49.914808+00:00,-0.22
2018-12-24 13:09:54.913734+00:00,-0.23
2018-12-24 13:10:04.244375+00:00,108.89
2018-12-24 13:10:04.245818+00:00,-0.24
2018-12-24 13:10:04.309536+00:00,-0.23
2018-12-24 13:10:04.659159+00:00,-0.22
2018-12-24 13:10:09.659273+00:00,-0.23
2018-12-24 13:10:10.214424+00:00,-0.22
2018-12-24 13:10:10.267252+00:00,-0.23
2018-12-24 13:10:10.268518+00:00,-0.22
2018-12-24 13:10:15.238327+00:00,-0.23
2018-12-24 13:10:15.371045+00:00,-0.24
2018-12-24 13:10:15.619128+00:00,-0.23
2018-12-24 13:10:20.813929+00:00,-0.24
2018-12-24 13:10:20.860650+00:00,-0.23
2018-12-24 13:10:22.722141+00:00,-0.22
2018-12-24 13:10:25.882924+00:00,-0.23
2018-12-24 13:10:25.884313+00:00,-0.22
2018-12-24 13:10:27.722157+00:00,-0.23
2018-12-24 13:10:27.961377+00:00,-0.22
2018-12-24 13:10:31.875967+00:00,-0.23
2018-12-24 13:10:47.300139+00:00,-0.22
2018-12-24 13:10:54.897502+00:00,-0.23
2018-12-24 13:10:54.955332+00:00,-0.22
2018-12-24 13:11:04.590766+00:00,-0.23
2018-12-24 13:11:04.608619+00:00,-0.22
2018-12-24 13:11:11.867125+00:00,-0.23
2018-12-24 13:11:13.691248+00:00,108.89
2018-12-24 13:11:13.692744+00:00,-0.24
2018-12-24 13:11:13.710493+00:00,-0.23
2018-12-24 13:11:17.171769+00:00,-0.22
2018-12-24 13:11:18.710294+00:00,-0.23
2018-12-24 13:11:20.422351+00:00,-0.22
2018-12-24 13:11:22.654430+00:00,-0.23
2018-12-24 13:11:22.674718+00:00,-0.22
2018-12-24 13:11:25.422425+00:00,-0.23
2018-12-24 13:11:25.682798+00:00,-0.22
2018-12-24 13:11:28.035347+00:00,-0.23
2018-12-24 13:11:28.076406+00:00,-0.22
2018-12-24 13:11:30.681769+00:00,-0.23
2018-12-24 13:11:31.922529+00:00,-0.22
2018-12-24 13:11:33.804562+00:00,-0.23
2018-12-24 13:11:33.805916+00:00,-0.22
2018-12-24 13:11:36.922446+00:00,-0.23
2018-12-24 13:11:39.456854+00:00,-0.24
2018-12-24 13:11:39.501991+00:00,-0.23
2018-12-24 13:11:40.701551+00:00,108.9
2018-12-24 13:11:40.702935+00:00,-0.24
2018-12-24 13:11:40.713146+00:00,-0.23
2018-12-24 13:11:40.938605+00:00,-0.22
2018-12-24 13:11:45.937941+00:00,-0.23
2018-12-24 13:11:47.944599+00:00,-0.24
2018-12-24 13:11:47.973182+00:00,-0.23
2018-12-24 13:11:48.014869+00:00,-0.22
2018-12-24 13:11:52.972668+00:00,-0.23
2018-12-24 13:11:53.014814+00:00,-0.24
2018-12-24 13:11:53.063932+00:00,-0.23
2018-12-24 13:11:54.640368+00:00,-0.22
2018-12-24 13:11:54.651891+00:00,108.92
2018-12-24 13:11:54.653182+00:00,-0.23
2018-12-24 13:11:54.662874+00:00,-0.22
2018-12-24 13:11:59.639681+00:00,-0.23
2018-12-24 13:12:01.065854+00:00,-0.24
2018-12-24 13:12:01.067319+00:00,-0.23
2018-12-24 13:12:01.505413+00:00,-0.22
2018-12-24 13:12:06.505490+00:00,-0.23
2018-12-24 13:12:17.035603+00:00,-0.22
2018-12-24 13:12:17.136118+00:00,-0.23
2018-12-24 13:12:17.171145+00:00,-0.22
2018-12-24 13:12:21.530640+00:00,-0.21
2018-12-24 13:12:22.171241+00:00,-0.22
2018-12-24 13:12:26.530156+00:00,-0.23
2018-12-24 13:12:28.783739+00:00,-0.22
2018-12-24 13:12:29.265930+00:00,108.93
2018-12-24 13:12:29.267342+00:00,-0.23
2018-12-24 13:12:29.295130+00:00,-0.22
2018-12-24 13:12:42.516097+00:00,-0.23
2018-12-24 13:12:42.539550+00:00,-0.22
2018-12-24 13:12:46.943653+00:00,-0.23
2018-12-24 13:12:47.085437+00:00,-0.22
2018-12-24 13:12:47.094119+00:00,-109.14
2018-12-24 13:12:47.095485+00:00,-0.23
2018-12-24 13:12:47.096751+00:00,-0.22
2018-12-24 13:12:52.085160+00:00,-0.23
2018-12-24 13:12:59.044571+00:00,-0.22
2018-12-24 13:13:04.043767+00:00,-0.23
2018-12-24 13:13:04.870323+00:00,-0.22
2018-12-24 13:13:04.881777+00:00,-109.14
2018-12-24 13:13:04.883211+00:00,-0.23
2018-12-24 13:13:04.892368+00:00,-0.22
2018-12-24 13:13:09.869901+00:00,-0.23
2018-12-24 13:13:09.915313+00:00,-0.22
2018-12-24 13:13:10.415192+00:00,-0.21
2018-12-24 13:13:14.914949+00:00,-0.22
2018-12-24 13:13:14.914955+00:00,108.93
2018-12-24 13:13:14.916299+00:00,-0.23
2018-12-24 13:13:15.909502+00:00,-0.24
2018-12-24 13:13:15.923794+00:00,-0.23
2018-12-24 13:13:16.445620+00:00,-0.22
2018-12-24 13:13:20.929576+00:00,-0.23
2018-12-24 13:13:21.933592+00:00,-0.22
2018-12-24 13:13:22.000363+00:00,-0.23
2018-12-24 13:13:24.260423+00:00,-0.22
2018-12-24 13:13:29.260005+00:00,-0.23
2018-12-24 13:13:29.905538+00:00,-0.22
2018-12-24 13:13:29.911894+00:00,-0.23
2018-12-24 13:13:29.924457+00:00,-0.22
2018-12-24 13:13:34.905065+00:00,-0.23
2018-12-24 13:13:41.922526+00:00,-0.22
2018-12-24 13:13:41.950796+00:00,108.94
2018-12-24 13:13:41.952242+00:00,-0.23
2018-12-24 13:13:41.976888+00:00,-0.22
2018-12-24 13:13:46.922069+00:00,-0.23
2018-12-24 13:13:48.893265+00:00,-0.22
2018-12-24 13:13:50.660386+00:00,-0.23
2018-12-24 13:13:50.691360+00:00,-0.22
2018-12-24 13:13:53.893104+00:00,-0.23
2018-12-24 13:14:06.272738+00:00,-0.22
2018-12-24 13:14:06.285826+00:00,-109.15
2018-12-24 13:14:06.287033+00:00,-0.23
2018-12-24 13:14:06.447698+00:00,-0.22
2018-12-24 13:14:11.272042+00:00,-0.23
2018-12-24 13:14:27.740388+00:00,-0.22
2018-12-24 13:14:27.750452+00:00,-0.23
2018-12-24 13:14:27.950428+00:00,-0.22
2018-12-24 13:14:32.740230+00:00,-0.23
2018-12-24 13:14:36.699515+00:00,-0.24
2018-12-24 13:14:36.760448+00:00,-0.23
2018-12-24 13:14:40.405389+00:00,-109.15
2018-12-24 13:14:40.406703+00:00,-0.24
2018-12-24 13:14:40.418760+00:00,-0.23
2018-12-24 13:14:47.951256+00:00,-0.22
2018-12-24 13:14:48.195965+00:00,-0.23
2018-12-24 13:14:48.236979+00:00,-0.22
2018-12-24 13:14:52.951072+00:00,-0.23
2018-12-24 13:15:00.080572+00:00,-0.24
2018-12-24 13:15:00.130963+00:00,-0.23
2018-12-24 13:15:03.969669+00:00,-0.22
2018-12-24 13:15:04.040387+00:00,-109.14
2018-12-24 13:15:04.041870+00:00,-0.23
2018-12-24 13:15:04.071605+00:00,-0.22
2018-12-24 13:15:08.968709+00:00,-0.23
2018-12-24 13:15:16.411323+00:00,-0.22
2018-12-24 13:15:16.470434+00:00,108.93
2018-12-24 13:15:16.472046+00:00,-0.23
2018-12-24 13:15:17.220432+00:00,-0.22
2018-12-24 13:15:21.797463+00:00,-0.23
2018-12-24 13:15:22.090428+00:00,-0.22
2018-12-24 13:15:23.180556+00:00,-0.23
2018-12-24 13:15:28.080528+00:00,-0.22
2018-12-24 13:15:28.095602+00:00,-0.23
2018-12-24 13:15:28.121674+00:00,-0.22
2018-12-24 13:15:33.586486+00:00,-0.23
2018-12-24 13:15:33.618990+00:00,-0.22
2018-12-24 13:15:34.360256+00:00,-0.23
2018-12-24 13:15:39.475386+00:00,-0.22
2018-12-24 13:15:53.650820+00:00,-0.23
2018-12-24 13:16:12.634666+00:00,-0.22
2018-12-24 13:16:12.640129+00:00,108.94
2018-12-24 13:16:12.641555+00:00,-0.23
2018-12-24 13:16:12.661217+00:00,-0.22
2018-12-24 13:16:17.660908+00:00,-0.23
2018-12-24 13:16:23.240476+00:00,-0.22
2018-12-24 13:16:27.329414+00:00,-0.21
2018-12-24 13:16:28.240310+00:00,-0.22
2018-12-24 13:16:28.240315+00:00,-109.16
2018-12-24 13:16:28.241765+00:00,-0.23
2018-12-24 13:16:28.751330+00:00,-0.22
2018-12-24 13:16:33.751059+00:00,-0.23
2018-12-24 13:16:34.786796+00:00,-0.22
2018-12-24 13:16:39.786210+00:00,-0.23
2018-12-24 13:16:42.401404+00:00,-0.22
2018-12-24 13:16:47.913269+00:00,-0.23
2018-12-24 13:16:48.335437+00:00,-0.22
2018-12-24 13:16:48.342357+00:00,-109.15
2018-12-24 13:16:48.343665+00:00,-0.23
2018-12-24 13:16:48.346303+00:00,-0.22
2018-12-24 13:16:53.334949+00:00,-0.23
2018-12-24 13:16:54.893905+00:00,-0.22
2018-12-24 13:16:54.895077+00:00,108.94
2018-12-24 13:16:54.896513+00:00,-0.23
2018-12-24 13:16:54.917171+00:00,-0.22
2018-12-24 13:16:59.917088+00:00,-0.23
2018-12-24 13:17:06.333355+00:00,-0.22
2018-12-24 13:17:06.401734+00:00,-0.23
2018-12-24 13:17:06.420598+00:00,-0.22
2018-12-24 13:17:11.332747+00:00,-0.23
2018-12-24 13:17:12.865405+00:00,-0.24
2018-12-24 13:17:12.865443+00:00,-0.23
2018-12-24 13:17:12.996973+00:00,-0.22
2018-12-24 13:17:17.175472+00:00,-0.21
2018-12-24 13:17:17.996912+00:00,-0.22
2018-12-24 13:17:17.997056+00:00,-109.15
2018-12-24 13:17:17.998495+00:00,-0.23
2018-12-24 13:17:18.485399+00:00,-0.22
2018-12-24 13:17:23.484705+00:00,-0.23
2018-12-24 13:17:23.666010+00:00,-0.24
2018-12-24 13:17:23.686814+00:00,-0.23
2018-12-24 13:17:23.733823+00:00,-0.22
2018-12-24 13:17:28.732743+00:00,-0.23
2018-12-24 13:17:38.008956+00:00,-0.22
2018-12-24 13:17:43.007860+00:00,-0.23
2018-12-24 13:17:44.816047+00:00,-0.22
2018-12-24 13:17:45.080993+00:00,-0.23
2018-12-24 13:17:45.102955+00:00,-0.22
2018-12-24 13:17:49.815792+00:00,-0.23
2018-12-24 13:17:54.539726+00:00,-0.22
2018-12-24 13:17:54.547618+00:00,-0.23
2018-12-24 13:17:54.568449+00:00,-0.22
2018-12-24 13:17:59.538905+00:00,-0.23
2018-12-24 13:18:00.013983+00:00,-0.22
2018-12-24 13:18:05.988488+00:00,-0.23
2018-12-24 13:18:06.012035+00:00,-0.22
2018-12-24 13:18:11.620866+00:00,-0.23
2018-12-24 13:18:11.733660+00:00,-0.22
2018-12-24 13:18:11.798803+00:00,108.94
2018-12-24 13:18:11.800275+00:00,-0.23
2018-12-24 13:18:12.029939+00:00,-0.22
2018-12-24 13:18:16.732692+00:00,-0.23
2018-12-24 13:18:20.992210+00:00,-0.24
2018-12-24 13:18:21.001357+00:00,-0.23
2018-12-24 13:18:37.345264+00:00,-0.22
2018-12-24 13:18:37.385605+00:00,-109.15
2018-12-24 13:18:37.386963+00:00,-0.23
2018-12-24 13:18:37.583766+00:00,-0.22
2018-12-24 13:18:42.582895+00:00,-0.23
2018-12-24 13:18:44.500422+00:00,-0.22
2018-12-24 13:18:44.590667+00:00,-109.14
2018-12-24 13:18:44.591991+00:00,-0.23
2018-12-24 13:18:44.670420+00:00,-0.22
2018-12-24 13:18:49.669768+00:00,-0.23
2018-12-24 13:19:10.855106+00:00,-0.22
2018-12-24 13:19:10.866683+00:00,-0.23
2018-12-24 13:19:10.921897+00:00,-0.22
2018-12-24 13:19:15.854176+00:00,-0.23
2018-12-24 13:19:21.421435+00:00,-109.14
2018-12-24 13:19:21.422853+00:00,-0.24
2018-12-24 13:19:21.466187+00:00,-0.23
2018-12-24 13:19:29.330299+00:00,-0.24
2018-12-24 13:19:29.368026+00:00,-0.23
2018-12-24 13:19:30.074483+00:00,-0.24
2018-12-24 13:19:30.081348+00:00,-0.23
2018-12-24 13:19:54.022327+00:00,-0.22
2018-12-24 13:19:59.021729+00:00,-0.23
2018-12-24 13:19:59.991067+00:00,-0.22
2018-12-24 13:20:00.150905+00:00,-0.23
2018-12-24 13:20:00.168299+00:00,-0.22
2018-12-24 13:20:04.990682+00:00,-0.23
2018-12-24 13:20:05.257063+00:00,-0.22
2018-12-24 13:20:07.532255+00:00,-109.13
2018-12-24 13:20:07.533580+00:00,-0.23
2018-12-24 13:20:08.582109+00:00,-0.22
2018-12-24 13:20:10.256625+00:00,-0.23
2018-12-24 13:20:19.742108+00:00,-0.22
2018-12-24 13:20:20.140121+00:00,108.92
2018-12-24 13:20:20.141298+00:00,-0.23
2018-12-24 13:20:20.166076+00:00,-0.22
2018-12-24 13:20:25.166103+00:00,-0.23
2018-12-24 13:20:25.584800+00:00,-0.22
2018-12-24 13:20:30.583830+00:00,-0.23
2018-12-24 13:20:32.908977+00:00,-0.22
2018-12-24 13:20:39.376196+00:00,-0.23
2018-12-24 13:20:39.382242+00:00,-0.24
2018-12-24 13:20:39.396610+00:00,-0.23
2018-12-24 13:20:42.077954+00:00,-0.22
2018-12-24 13:20:44.396372+00:00,-0.23
2018-12-24 13:20:46.657555+00:00,-0.22
2018-12-24 13:20:47.077654+00:00,-0.23
2018-12-24 13:20:57.761507+00:00,-0.22
2018-12-24 13:20:57.825438+00:00,-0.23
2018-12-24 13:21:07.615286+00:00,-0.22
2018-12-24 13:21:07.640942+00:00,-0.23
2018-12-24 13:21:07.663005+00:00,-0.22
2018-12-24 13:21:12.614876+00:00,-0.23
2018-12-24 13:21:12.662652+00:00,-0.24
2018-12-24 13:21:23.047779+00:00,-0.23
2018-12-24 13:21:24.704878+00:00,-0.22
2018-12-24 13:21:29.704506+00:00,-0.23
2018-12-24 13:21:30.433637+00:00,-0.24
2018-12-24 13:21:30.446187+00:00,-0.23
2018-12-24 13:21:38.694919+00:00,-0.22
2018-12-24 13:21:47.069258+00:00,-0.23
2018-12-24 13:21:55.157309+00:00,-0.22
2018-12-24 13:22:00.156394+00:00,-0.23
2018-12-24 13:22:09.648981+00:00,-0.24
2018-12-24 13:22:09.659404+00:00,-0.23
2018-12-24 13:22:09.666145+00:00,-0.22
2018-12-24 13:22:14.666467+00:00,-0.23
2018-12-24 13:22:23.411598+00:00,-0.22
2018-12-24 13:22:23.460943+00:00,108.93
2018-12-24 13:22:23.462252+00:00,-0.23
2018-12-24 13:22:23.481361+00:00,-0.22
2018-12-24 13:22:28.507112+00:00,-0.23
2018-12-24 13:22:30.001911+00:00,-0.22
2018-12-24 13:22:33.050950+00:00,-0.23
2018-12-24 13:22:33.072113+00:00,-0.22
2018-12-24 13:22:38.040824+00:00,-0.23
2018-12-24 13:22:38.043792+00:00,-0.22
2018-12-24 13:22:38.071863+00:00,-0.23
2018-12-24 13:22:43.042912+00:00,-0.24
2018-12-24 13:22:50.993238+00:00,-0.23
2018-12-24 13:22:59.929888+00:00,-0.22
2018-12-24 13:22:59.935293+00:00,108.94
2018-12-24 13:22:59.936690+00:00,-0.23
2018-12-24 13:22:59.940873+00:00,-0.22
2018-12-24 13:23:00.451012+00:00,-0.21
2018-12-24 13:23:04.929799+00:00,-0.22
2018-12-24 13:23:05.450967+00:00,-0.23
2018-12-24 13:23:23.770465+00:00,-0.22
2018-12-24 13:23:23.790369+00:00,-109.15
2018-12-24 13:23:23.791781+00:00,-0.23
2018-12-24 13:23:23.792639+00:00,-0.22
2018-12-24 13:23:28.791709+00:00,-0.23
2018-12-24 13:23:30.536505+00:00,-109.15
2018-12-24 13:23:30.537923+00:00,-0.24
2018-12-24 13:23:30.541169+00:00,-0.23
2018-12-24 13:23:30.562973+00:00,-0.22
2018-12-24 13:23:35.540882+00:00,-0.23
2018-12-24 13:23:46.741050+00:00,108.92
2018-12-24 13:23:46.742388+00:00,-0.24
2018-12-24 13:23:46.761093+00:00,-0.23
2018-12-24 13:23:54.114434+00:00,-0.22
2018-12-24 13:23:54.170919+00:00,-0.23
2018-12-24 13:23:54.191217+00:00,-0.22
2018-12-24 13:23:59.190955+00:00,-0.23
2018-12-24 13:23:59.340804+00:00,-0.22
2018-12-24 13:23:59.402950+00:00,-0.23
2018-12-24 13:23:59.410799+00:00,-0.22
2018-12-24 13:24:04.410605+00:00,-0.23
2018-12-24 13:24:08.289271+00:00,-0.22
2018-12-24 13:24:08.355356+00:00,-0.23
2018-12-24 13:24:09.228476+00:00,-0.22
2018-12-24 13:24:10.557301+00:00,-0.21
2018-12-24 13:24:13.096938+00:00,-0.20
2018-12-24 13:24:13.288638+00:00,-0.21
2018-12-24 13:24:13.288687+00:00,-109.13
2018-12-24 13:24:13.289987+00:00,-0.23
2018-12-24 13:24:13.680339+00:00,-0.22
2018-12-24 13:24:18.102039+00:00,-0.21
2018-12-24 13:24:18.679629+00:00,-0.22
2018-12-24 13:24:18.679747+00:00,-109.12
2018-12-24 13:24:18.680977+00:00,-0.23
2018-12-24 13:24:19.635337+00:00,-0.22
2018-12-24 13:24:20.721049+00:00,-0.21
2018-12-24 13:24:24.634708+00:00,-0.22
2018-12-24 13:24:25.720706+00:00,-0.23
2018-12-24 13:24:25.809325+00:00,108.89
2018-12-24 13:24:25.810510+00:00,-0.23
2018-12-24 13:24:27.362576+00:00,-0.22
2018-12-24 13:24:30.809468+00:00,108.9
2018-12-24 13:24:30.810576+00:00,-0.23
2018-12-24 13:24:35.881338+00:00,108.9
2018-12-24 13:24:35.882525+00:00,-0.24
2018-12-24 13:24:35.958506+00:00,-0.23
2018-12-24 13:24:42.575489+00:00,-0.24
2018-12-24 13:24:42.576762+00:00,-0.23
2018-12-24 13:24:47.757223+00:00,-0.24
2018-12-24 13:24:47.758450+00:00,-0.23
2018-12-24 13:24:52.714275+00:00,-0.24
2018-12-24 13:24:52.757088+00:00,-0.23
2018-12-24 13:24:54.593848+00:00,-0.22
2018-12-24 13:24:57.756901+00:00,-0.23
2018-12-24 13:24:59.594365+00:00,-0.24
2018-12-24 13:25:00.400537+00:00,-0.23
2018-12-24 13:25:01.264051+00:00,-0.22
2018-12-24 13:25:05.399638+00:00,-0.23
2018-12-24 13:25:06.264277+00:00,-0.24
2018-12-24 13:25:06.475671+00:00,-0.23
2018-12-24 13:25:11.474694+00:00,-0.24
2018-12-24 13:25:12.587985+00:00,-0.23
2018-12-24 13:25:17.309003+00:00,-0.22
2018-12-24 13:25:17.587708+00:00,-0.23
2018-12-24 13:25:24.846503+00:00,-0.24
2018-12-24 13:25:24.852293+00:00,-0.23
2018-12-24 13:25:25.130244+00:00,-0.22
2018-12-24 13:25:29.851599+00:00,-0.23
2018-12-24 13:25:29.925082+00:00,-0.22
2018-12-24 13:25:30.129629+00:00,-0.23
2018-12-24 13:25:32.669057+00:00,-0.22
2018-12-24 13:25:35.455427+00:00,-0.23
2018-12-24 13:25:35.466189+00:00,-0.22
2018-12-24 13:25:39.089561+00:00,-0.23
2018-12-24 13:25:40.156987+00:00,-0.22
2018-12-24 13:25:40.465454+00:00,-0.23
2018-12-24 13:25:40.484987+00:00,-0.22
2018-12-24 13:25:45.156731+00:00,-0.23
2018-12-24 13:25:45.484267+00:00,-0.24
2018-12-24 13:25:46.032702+00:00,-0.23
2018-12-24 13:25:46.194128+00:00,-0.22
2018-12-24 13:25:51.193841+00:00,-0.23
2018-12-24 13:25:51.967131+00:00,-0.22
2018-12-24 13:25:51.985767+00:00,-0.23
2018-12-24 13:25:55.231495+00:00,-0.22
2018-12-24 13:25:57.218673+00:00,-0.15
2018-12-24 13:25:57.218826+00:00,-0.08
2018-12-24 13:25:57.219117+00:00,-0.07
2018-12-24 13:25:57.219176+00:00,-0.06
2018-12-24 13:28:12.229707+00:00,-0.07
2018-12-24 13:28:42.224770+00:00,108.99
2018-12-24 13:28:42.225876+00:00,-0.08
2018-12-24 13:34:42.221072+00:00,-0.09
2018-12-24 13:37:03.892614+00:00,-0.07
2018-12-24 13:37:48.901276+00:00,-0.05
2018-12-24 13:37:49.128587+00:00,-0.03
2018-12-24 13:37:49.425900+00:00,-0.05
2018-12-24 13:37:49.427157+00:00,-0.04
2018-12-24 13:37:49.498988+00:00,-0.03
2018-12-24 13:37:49.619296+00:00,-0.04
2018-12-24 13:37:49.639846+00:00,-0.03
2018-12-24 13:37:53.596844+00:00,-0.04
2018-12-24 13:37:55.046221+00:00,-0.03
2018-12-24 13:37:55.065993+00:00,-0.03
2018-12-24 13:37:55.086422+00:00,-0.03
2018-12-24 13:37:55.205515+00:00,-0.03
2018-12-24 13:37:55.221842+00:00,-0.03
2018-12-24 13:37:55.469383+00:00,-0.03
2018-12-24 13:37:55.480958+00:00,-0.03
2018-12-24 13:38:03.941739+00:00,-109.03
2018-12-24 13:38:03.942784+00:00,-109.02
2018-12-24 13:38:03.943091+00:00,-0.03
2018-12-24 13:38:04.456393+00:00,-0.03
2018-12-24 13:38:04.532524+00:00,-0.03
2018-12-24 13:38:04.532646+00:00,-0.04
2018-12-24 13:38:04.555159+00:00,-0.03
2018-12-24 13:38:04.585888+00:00,-0.03
2018-12-24 13:38:04.641265+00:00,-0.03
2018-12-24 13:38:04.780279+00:00,-0.03
2018-12-24 13:38:05.220126+00:00,-0.03
2018-12-24 13:38:10.319739+00:00,-0.02
2018-12-24 13:38:11.462821+00:00,-0.02
2018-12-24 13:38:11.481592+00:00,-0.02
2018-12-24 13:38:11.520926+00:00,-0.03
2018-12-24 13:38:12.986783+00:00,-0.04
2018-12-24 13:38:12.986977+00:00,-0.03
2018-12-24 13:38:13.119659+00:00,-0.03
2018-12-24 13:38:13.123831+00:00,-0.03
2018-12-24 13:38:23.268083+00:00,-0.02
2018-12-24 13:38:23.279932+00:00,-0.03
2018-12-24 13:38:23.380958+00:00,-0.02
2018-12-24 13:38:23.541924+00:00,-0.03
